,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
80117,0702215198,Do Polar Bears Experience Religious Ecstasy,Ian Warden,1981,Intl Specialized Book Service Inc,0.0
80118,0345402499,Behind the Scenes at ER,Janine Pourry,1995,Ballantine Books,0.0
80119,0399149309,Shrink Rap,Robert B. Parker,2002,Putnam Publishing Group,3.0
80120,0451207025,Better to Rest: A Liam Campbell Mystery (Liam Campbell Mysteries (Hardcover)),Dana Stabenow,2002,New American Library,6.0
80121,0688137105,"Mr. Food-Fun Kitchen Tips (And Recipes, Too!)",Art Ginsburg,1995,Morrow Cookbooks,9.0
80122,059033123X,Titanic: The Long Night,Diane Hoh,1998,Scholastic,3.2222222222222223
80123,0439227534,"Bud, Not Buddy",Christopher Paul Curtis,2000,"Scholastics, Inc",8.0
80124,0862321107,Woman at Point Zero,Nawal El Saadawi,1984,Zed Books,5.25
80125,0440220408,Keeping the Good Light (Laurel-Leaf Books),Katherine Kirkpatrick,1997,Laurel-Leaf Books,7.5
80126,1885106386,Flyfisher's Guide to Oregon (The Wilderness Adventures Flyfisher's Guide Series),John Huber,1999,Wilderness Adventures Press,0.0
80127,1552782441,Dolce Agonia,Nancy Huston,2001,McArthur &amp; Company,4.4
80128,0679737898,Parliament of Whores: A Lone Humorist Attempts to Explain the Entire U.S. Government,P. J. O'Rourke,1992,Vintage Books USA,4.125
80129,1856264378,21st Century Beauty Bible,Sarah Stacey,2002,Kyle Cathie Ltd,9.0
80130,185626436X,Feel Fabulous Forever,Josephine Fairley,2002,Kyle Cathie Ltd,7.0
80131,1569800863,The Turner Diaries : A Novel,Andrew Macdonald,1996,Barricade Books,5.5
80132,0753814315,Telling Lies,Sophie Marceau,2001,Trafalgar Square,0.0
80133,0440236614,Taken,Kathleen George,2002,Dell Publishing Company,0.0
80134,0140440984,Tristan (Penguin Classics),G Von Strassburg,1960,Penguin Books,3.8
80135,0385602324,Sweetmeat,Luke Sutherland,2002,Trafalgar Square,0.0
80136,3257227302,Mrs. Doubtfire. Das stachelige KindermÃ?Â¤dchen.,Anne Fine,1994,Diogenes Verlag,1.0
80137,347177260X,Das Orakel von Oonagh.,Flavia Bujor,2003,List,10.0
80138,347352025X,Oliver Twist. ( Ab 11 J.).,Charles Dickens,1996,Ravensburger Buchverlag,7.333333333333333
80139,1855017652,Native Americans the Indigenous People O,Colin F Taylor,0,Tiger Books Intl,0.0
80140,019283309X,Can Jane Eyre Be Happy: More Puzzles in Classic Fiction (World's Classics),John Sutherland,1997,Oxford University Press,4.0
80141,019282516X,Is Heathcliff a Murderer?: Great Puzzles in Nineteenth-Century Literature (World's Classics),John Sutherland,1996,Oxford University Press,8.0
80142,1566395844,Chanting Down Babylon: The Rastafari Reader,Nathaniel Samuel Murrell,1998,Temple University Press,0.0
80143,0872860272,Book of Dreams,Jack Kerouac,1961,Consortium Book Sales &amp; Dist,2.857142857142857
80144,1576440141,Technology Bytes,Randy Glasbergen,1996,CCC Publications,8.0
80145,186950402X,Swirly World: The Solo Voyages,Andrew Fagan,2002,HarperCollins Publishers (New Zealand),0.0
80146,0030605741,Pleasant Dreams,Anna B. Francis,1983,Henry Holt &amp; Co (J),0.0
80147,0590409948,The Forgetful Bears Help Santa,Larry Weinberg,1989,Scholastic,0.0
80148,0747231508,Crystal (The Glassmakers Saga),Donna Baker,1990,Trafalgar Square,0.0
80149,0862642671,The Mystery of the Blue Arrows,Chuck McKee,1991,Trafalgar Square Books,0.0
80150,0436577909,Woolley of Ur: The Life of Sir Leonard Woolley,H.V.F. Winstone,1992,Trafalgar Square,3.0
80151,0395290953,The Don't Put Your Cart Before the Horse Race,Van Aarle,1980,Houghton Mifflin Co (J),0.0
80152,0684815443,DECLINE AND FALL OF THE HOUSE OF WINDSOR,Donald Spoto,1995,Simon &amp; Schuster,6.0
80153,0671818457,JEWEL OF SEA,Ellen Argo,1978,Pocket,2.0
80154,0233972552,Pa's top hat,Estelle Corney,1980,AndrÃ© Deutsch,0.0
80155,0876141815,Harriet's Recital (Nancy Carlson's Neighborhood),Nancy L. Carlson,1982,Carolrhoda Books,0.0
80156,0370304357,How George Lost His Voice,Gerald Rose,1983,Random House (Merchandising),0.0
80157,0949641146,Dreadful David,Sally Odgers,1984,Omnibus Books,0.0
80158,0007100418,Squirrel Goes Skating (The Tales of Little Grey Rabbit),Alison Uttley,2001,Picture Lions,0.0
80159,0739420909,The Association,Bentley Little,2001,Signet,4.25
80160,0723900817,On the Farm,M. Spurgeon,1993,Kibworth Books,0.0
80161,186941425X,Alan Duff's Maori heroes,Alan Duff,2000,Random House New Zealand,0.0
80162,0195581172,Salmagundi,Joy Cowley,1986,Oxford Univ Pr (J),0.0
80163,0340348348,SAD LITTLE MONSTER AND THE JELLY BEAN QUEEN KGT,KYM LARDNER,1976,Hodder &amp; Stoughton Childrens Division,0.0
80164,0862278465,Sweet Dreams,Kathleen Smith,1991,Grandreams Ltd,0.0
80165,0843935278,Where the Heart Is,Robin Lee Hatcher,1993,Leisure Books,4.75
80166,0192798162,The Hobyahs,Val Biro,1986,Oxford Univ Pr,0.0
80167,0515121940,Blood and Honor,W. E. B. Griffin,1997,Jove Books,2.235294117647059
80168,0099385619,The Bear,Raymond Briggs,1994,Red Fox Publishing,4.5
80169,082172472X,Outlaws,George V. Higgins,1988,Zebra Books,1.0
80170,0091482607,I remember Georgie,Joan van Loon,1983,Hutchinson of Australia,0.0
80171,1550373641,Pikolo's Night Voyage,Gilles Tibo,1994,Annick Press,0.0
80172,0195580591,Bidibidi,Gavin Bishop,1982,Oxford Publishing,0.0
80173,0345352955,Summer House,Cynthia Blair,1989,Ballantine Books,2.0
80174,074451200X,Can You Find Sammy the Hamster?,Joan Lingard,1990,Walker Books,0.0
80175,0590078208,Regards to the man in the moon,Ezra Jack Keats,1981,Four Winds Press,0.0
80176,0907234097,Little Elephant and Big Mouse,Benita Cantieni,1981,Simon &amp; Schuster (J),0.0
80177,0790005190,The New Zealand guide to cattle breeds,Graham Meadows,1996,Reed,0.0
80178,0380701499,Southern Dreams and Trojan Women,Leo Snow,1986,Harper Mass Market Paperbacks (Mm),0.0
80179,043400362X,The gobbler,Adrian Edmondson,1995,Heinemann,1.75
80180,0140145605,Temps (Roc S.),Alex Stewart,1991,RoC,3.0
80181,0140167137,Eorotemps (Roc S.),Alex Stewart,1992,RoC,8.0
80182,0434441074,Downtown,Ed McBain,1989,William Heinemann,4.0
80183,0708820026,Deliver us from evil,David A Yallop,1981,Macdonald Futura,0.0
80184,042513296X,Believe,William Shatner,1992,Berkley Publishing Group,8.0
80185,007070550X,Danny Dunn and the Universal Glue,Jay Williams,1977,McGraw Hill Children's Pub,0.0
80186,0738823953,"A Day at the Ballpark, and Other Stories",Steve Holt,2000,Xlibris Corporation,0.0
80187,0451180003,Preacher of Death (Signet),Martin King,1993,Signet Books,9.0
80188,0747277109,Storm Dragon,James Cobb,1997,Headline,5.0
80189,0061058386,The Fifth Element: A Novel,Terry Bisson,1997,Harper Mass Market Paperbacks (Mm),3.3333333333333335
80190,0689812353,Galax-Arena,Gillian Rubinstein,1997,Aladdin Publishing Company,2.5
80191,0006908896,Alfred Hitchcock and the Three Investigators in The Mystery of the Coughing Dragon,Nick West,1978,HarperCollins Publishers,9.0
80192,0006917348,Myst Dancing De Ah25 3in,William Arden,1980,HarperCollins Publishers,0.0
80193,0590430246,Herb Seasoning,Julian F. Thompson,1990,Scholastic,0.0
80194,0340535423,Rough Justice (Crime Club),Keith Petersen,1990,Hodder &amp; Stoughton General Division,0.0
80195,1557733090,Weapon,Robert Mason,1990,Jove Books,0.0
80196,0951354248,Your Marriage: an Owner's Manual,Martin Baxendale,1993,Silent But Deadly Publications,0.0
80197,0749307749,Widows,Ed McBain,1992,Mandarin,0.0
80198,0330342355,The Trojan Horse,Hammond Innes,1995,Macmillan Pub Ltd,7.5
80199,0440197171,Wycliffe and the Pea Green Boat,W. J. Burley,1981,Dell Publishing,8.0
80200,0446323144,Who Killed the Robins Family?,Bill Adler,1984,Warner Books,2.4
80201,0590445820,Mother's Helper (Point),A. Bates,1991,Scholastic Paperbacks,0.0
80202,0671881140,"Devil in the Sky (Star Trek Deep Space Nine, No 11)",Greg Cox,1995,Star Trek,1.5714285714285714
80203,0805007113,The Landscape of King Arthur,Geoffrey Ashe,1988,Henry Holt &amp; Co,0.0
80204,0312027222,Arthur: The King in the West,Robert W. Dunning,1989,Palgrave Macmillan,5.0
80205,0316359580,Surfing on the Internet,J. C. Herz,1995,Little Brown and Company,0.0
80206,0006176267,The Unorthodox Murder of Rabbi Moss,Josef Telushkin,1988,HarperCollins Publishers,0.0
80207,019833141X,Thoughtshapes,Barry Maybury,1972,Oxford University Press,0.0
80208,0316153907,The Last Coyote (Detective Harry Bosch Mysteries),Michael Connelly,1995,Little Brown &amp; Co,4.5
80209,0600336751,Flynn,Gregory Mcdonald,1980,Arrow,0.0
80210,0749314206,Framed,Lynda La Plante,1992,Mandarin,0.0
80211,0375501290,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,2001,Random House,2.75
80212,0330243756,101 Dalmations,D Smith,1995,Macmillan Education Australia Pty Ltd,0.0
80213,0207152977,Little Book of Hugs,Kathleen Keating,0,Harpercollins Publisher,0.0
80214,0590118439,Dollhouse Caper,Jean Oconnell,0,Scholastic Inc,4.0
80215,0140320164,Henry's Leg (Puffin Story Books),Ann Pilling,1986,Puffin Books,0.0
80216,0373263252,Harvest Of Bones (Worldwide Library Mysteries),Nancy Means Wright,1999,Worldwide Library,0.0
80217,0450430057,The Spycatcher affair: A web of deception (New English library),Chapman Pincher,1988,Sidgwick &amp; Jackson,0.0
80218,0856851361,Kings and Queens of England and Scotland,Allen Andrews,1987,Smithmark Pub,8.0
80219,0449219593,Highgate Rise,Anne Perry,1993,Fawcett Books,2.125
80220,0449209806,Banquets of the Black Widowers,Isaac Asimov,1990,Fawcett Books,3.8
80221,0283981733,The best of Frank Herbert,Frank Herbert,1975,Sidgwick and Jackson,0.0
80222,057502612X,Dagger of the Mind,Bob Shaw,1979,Orion Publishing Co,0.0
80223,0380765861,Murder at Plum's,Amy Myers,1993,Harper Mass Market Paperbacks (Mm),7.0
80224,042514125X,Headhunt,Carol Brennan,1994,Berkley Publishing Group,0.0
80225,0590250809,"The Biker (Nightmare Hall, No 24)",Diane Hoh,1995,Scholastic Paperbacks,1.5
80226,0590483226,"The Initiation (Nightmare Hall, No 14)",Diane Hoh,1994,Scholastic Paperbacks (Mm),0.0
80227,0140045155,The Gotland deal (Penguin crime fiction),N. J Crisp,1977,Penguin Books,0.0
80228,0440126525,Fete Fatale,Robert Barnard,1987,Dell Publishing Company,1.5
80229,0895771985,Pride and Prejudice (The World's Best Reading),Jane Austen,1984,Readers Digest Assn,0.0
80230,0600317978,Creative Art of Knitting,Joan Fisher,0,Hamlyn Publ Group Ltd,0.0
80231,0589071963,Earning a crust: An illustrated economic history of Australia,Brian Carroll,1977,Reed,0.0
80232,038078131X,Future Indefinite: Round Three of the Great Game,Dave Duncan,1998,Harper Mass Market Paperbacks (Mm),1.6
80233,1567314899,Art of Leadership,J. Donald Walters,2001,MJF Books,1.75
80234,0380702762,To the Seventh Power,Felice Picano,1990,Harper Mass Market Paperbacks (Mm),0.0
80235,0871567628,The Winged Life: The Poetic Voice of Henry David Thoreau,Robert Bly,1986,Univ of California Pr,4.0
80236,0373440278,"Pillow Talk  (Matching Moms) (Harlequin Love &amp; Laughter, No 027)",Kristine Rolofson,1997,Harlequin,0.0
80237,0373760191,"Bride'S Choice (Silhouette Desire, No 1019)",Sara Orwig,1996,Silhouette,0.0
80238,0689856679,The Color of Absence : 12 Stories About Loss and Hope,James Howe,2003,Simon Pulse,10.0
80239,0140150129,Portable Poe (Penguin Classics),Edgar Allan Poe,1988,Penguin Books,1.4285714285714286
80240,039304064X,The Perfect Vehicle: What It Is About Motorcycles,Melissa Holbrook Pierson,1997,W W Norton &amp; Co Inc,8.0
80241,0792279611,Mi Moto Fidel : Motorcycling Through Castro's Cuba,Christopher P. Baker,2001,National Geographic,0.0
80242,0553580361,Wishing Garden,Christy Yorke,2000,Bantam Books,2.3333333333333335
80243,0451527631,Looking Backward: 2000-1887 (Signet Classics (Paperback)),Edward Bellamy,2000,Signet Book,7.8
80244,0563208260,Around the world in 80 days,Michael Palin,1990,BBC Books,0.0
80245,1854712675,Mutiny of the Bounty,William Bligh,1994,Bloomsbury Books,8.0
80246,0852427514,Four Seasons of Nature Photography,Fred Hazelhoff,1982,Voyageur Pr,0.0
80247,0896934527,The Hopeless Hen and Other Animal Tails (Animal tails series),Grace Fox Anderson,1988,Cook Communications Ministries intl,0.0
80248,0713448431,Guide to the Archaeological Sites of Britain,Peter Clayton,1986,Sterling Pub Co Inc,7.0
80249,1930859260,March of the Skeleton Men,Harry Hardwick,2002,Elderberry Press (OR),6.0
80250,0895298090,Suppressed Inventions &amp; Other Discoveries,Jonathan Eisen,1999,Perigee Books,7.0
80251,0747244952,Slow Burn,Marten Claridge,1995,Trafalgar Square,0.0
80252,0140099891,Ozone,Paul Theroux,0,Penguin Putnam~mass,2.0
80253,0786701323,The Quorum,Kim Newman,1994,Pub Group West,0.0
80254,2260013899,La Reine Soleil,Christian Jacq,1995,Julliard,0.0
80255,0843925698,Come Thirteen,David Silva,1988,Leisure Books,0.0
80256,0684846845,Jonathan Livingston Seagull,Richard Bach,1970,Scribner,3.625
80257,1898697280,Tails of the Unexpected: A True But Amazing Collection of Cat and Dog Stories,Patsy Bloom,1995,Grub Street Publishing,2.5714285714285716
80258,1564782565,Hortense Is Abducted,Jacques Roubaud,2000,Dalkey Archive Press,3.3333333333333335
80259,9727110800,O Diario De Um Mago,Paulo Coelho,1997,"Koch, Neff &amp; Oetinger &amp; Co",5.2
80260,0743467078,When God Winks : How the Power of Coincidence Guides Your Life,Squire Rushnell,2002,Atria Books,0.0
80261,1585746002,Dog Culture: Writers on the Character of Canines,Ken Foster,2002,The Lyons Press,6.0
80262,0553111116,Miracle and Other Christmas Stories (Bantam Spectra Book),Connie Willis,1999,Bantam Books,0.0
80263,0452285186,The Book of Bunny Suicides,Andy Riley,2003,Plume Plume,4.739130434782608
80264,0140301690,Alice's Adventures in Wonderland and Through the Looking Glass (Puffin Books),Lewis Carroll,2050,Puffin Books,4.8
80265,0766607135,"20,000 Leagues Under the Sea (Treasury of Illustrated Classics)",Jules Verne,2001,Modern Publishing,3.0
80266,0714525804,The Voices of Marrakesh : A Record of a Visit,Elias Canetti,2002,Consortium,2.5
80267,3404139879,Achtundvierzig (48).,James Herbert,1998,LÃ?Â¼bbe,5.5
80268,3442725542,Der NovembermÃ?Â¶rder.,Helene Tursten,2000,btb,6.0
80269,3499229536,Der Mann auf dem Balkon.,Maj SjÃ?Â¶wall,2000,Rowohlt Tb.,2.3333333333333335
80270,3499229528,"Der Mann, der sich in Luft auflÃ?Â¶ste.",Maj SjÃ?Â¶wall,2000,Rowohlt Tb.,0.0
80271,3499234394,WeiÃ?Â? wie die Unschuld. Maria Kallios dritter Fall.,Leena Lehtolainen,2003,Rowohlt Tb.,0.0
80272,349923100X,Zeit zu sterben.,Leena Lehtolainen,2002,Rowohlt Tb.,3.5
80273,3499230909,Alle singen im Chor. Roman.,Leena Lehtolainen,2002,Rowohlt Tb.,0.0
80274,3548680542,"Allem, was gestorben war.",Ake Edwardson,2003,Ullstein TB-Vlg,3.5
80275,3548602215,Das vertauschte Gesicht.,Ake Edwardson,2002,Ullstein TB-Vlg,1.4
80276,3548601863,Tanz mit dem Engel.,Ake Edwardson,2001,Ullstein TB-Vlg,3.2
80277,3548602932,In alle Ewigkeit.,Ake Edwardson,2003,"List, Verlag GmbH &amp; Co. KG Paul",5.5
80278,3548601782,Die Schattenfrau.,Ake Edwardson,2002,Ullstein TB-Vlg,5.333333333333333
