ISBN,Book-Title,rating
8440616368,"Ocho, El",6.444444444444445
8474448174,Mitologia - Guia Ilustrada de Mitos del Mundo,7.0
8420483885,El club Dumas (ediciÃ³n en espaÃ±ol),8.0
8434845091,Falso Movimiento (Gran Angular),6.0
8484509125,El Ultimo Adios,6.666666666666667
8484500020,LA Tabla De Flandes,8.0
0449210073,Patience and Sarah,0.8333333333333334
0446605239,The Notebook,3.4064516129032256
0553295977,Carnal Innocence,2.2637362637362637
0380470845,The Fulfillment,3.3636363636363638
0380715309,"Mattimeo (Redwall, Book 3)",2.7777777777777777
0553291025,If I Should Die,1.2105263157894737
0812549295,The Wood Wife (Tor Fantasy),3.6666666666666665
0440162041,North and South,3.3076923076923075
0671739778,Lost Lady,2.533333333333333
0679770232,Italy in Mind: An Anthology (Vintage Departures),1.8333333333333333
0312875495,White As Snow (Fairy Tales),2.3333333333333335
0553130285,Overload,0.7894736842105263
0440212723,Cold Sassy Tree,3.861111111111111
0061054267,Ancient Shores,2.111111111111111
0553299743,Reap the Whirlwind: The Battle of the Rosebud June 1876 (Plainsmen (Paperback)),0.0
0671016768,Bloodstream,3.3518518518518516
0553276735,No Comebacks: Collected Short Stories,2.4
0786889047,Burning Angel (Dave Robicheaux Mysteries (Paperback)),2.142857142857143
0380720191,The List of 7,2.6097560975609757
0380898179,So Worthy My Love,1.0526315789473684
0345314247,Blue Adept (Apprentice Adept (Paperback)),3.2857142857142856
0671646575,Heat and Dust,4.25
0060955775,Veronika Decides to Die,4.5476190476190474
0679723374,Manifold Destiny: The One! the Only! Guide to Cooking on Your Car Engine,3.0
0716744481,Bold Science: Seven Scientists Who Are Changing Our World,7.0
0395629497,Treehouses: The Art and Craft of Living Out on a Limb,10.0
0140259988,Home Tree Home: Principles of Treehouse Construction and Other Tall Tales,10.0
0743458036,The Royal Physician's Visit: A Novel,1.6363636363636365
0441225691,Falcon,5.333333333333333
0671721720,"The Honor of the Queen (Honor Harrington Series, Book 2)",2.6666666666666665
0679745963,The Man on the Balcony: The Story of a Crime (Vintage Crime/Black Lizard),7.0
0671875965,"The Short Victorious War (Honor Harrington Series, Book 3)",5.111111111111111
0142003409,The Disappearance of Sherlock Holmes,10.0
0671577727,"On Basilisk Station (Honor Harrington Series, Book 1)",7.2
0451451686,Reaper Man,5.181818181818182
068486780X,"Between Silk and Cyanide: A Codemaker's War, 1941-1945",5.0
0743224574,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,2.7794117647058822
0671010115,"GONE FISHIN : Featuring an Original Easy Rawlins Short Story \Smoke\"" (Easy Rawlins Mysteries (Paperback))""",2.3846153846153846
0671004549,You Belong To Me,2.731707317073171
0375509283,The Threatening Storm: The Case for Invading Iraq,1.375
081297106X,Reading Lolita in Tehran: A Memoir in Books,2.3469387755102042
0312422601,Blue Latitudes : Boldly Going Where Captain Cook Has Gone Before,5.0
0802139256,Peace Like a River,3.1693548387096775
0553565915,Embraced by the Light,2.671875
055356160X,Cry Wolf,2.3495934959349594
0439240700,"The Power of Two (T*Witches, No 1)",1.9230769230769231
0345317580,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),2.388059701492537
0345335287,The Black Unicorn (Magic Kingdom of Landover Novel),2.156862745098039
0345362276,Wizard at Large (Rookies Series),1.6666666666666667
0373512066,Sweet Enemy,2.8
0812505042,The Time Machine,2.9375
0486270718,The Invisible Man (Dover Thrift Editions),2.2
0140022651,Journey to the Center of the Earth,2.8
1558504184,Bradymania!: Everything You Always Wanted to Know - And a Few Things You Probably Didnt (25th Anniversary Edition),6.5
0590629808,"The Message (Animorphs , No 4)",1.76
0590629778,"The Invasion (Animorphs, No 1)",1.935483870967742
059046678X,The Yearbook,2.5
0671740903,SCREAM OF THE CAT (PHANTOM VALLEY ) : SCREAM OF THE CAT,0.0
0671740881,EVIL ONE (PHANTOM VALLEY 1) : EVIL ONE (Phantom Valley),1.0
0380570009,How to Talk So Kids Will Listen and Listen So Kids Will Talk,2.966666666666667
0451077237,Farrah : An Unauthorized Biography of Farrah Fawcett-Majors,8.0
0807842613,Graveyard of the Atlantic: Shipwrecks of the North Carolina Coast,4.5
0345283554,Han Solo at Stars' End,5.0
0345260627,Splinter of the Mind's Eye,1.1875
0345283929,Empire Strikes Back Wars,2.9545454545454546
068808527X,Close Friends,2.125
0929634063,50 Simple Things You Can Do to Save the Earth,3.16
0898863538,"A Hiker's Companion: 12,000 Miles of Trail-Tested Wisdom",3.0
0679023755,Hiking a Celebration of the Sport and the World's Best Places to Enjoy It (Fodor's sports),4.0
0394707745,Hungry Hikers Book of Good Cooking,8.0
042516540X,The Cat Who... Companion,2.0
0671695304,"FOREVER : A Novel of Good and Evil, Love and Hope",3.0
0515134384,The Cat Who Went Up the Creek,2.8055555555555554
051512463X,The Cat Who Sang for the Birds (Cat Who... (Paperback)),1.9
0671529714,HIGH TIDE FEAR STREET SUPERCHILLER 12,5.666666666666667
0671751174,First Evil (Fear Street Cheerleaders 1) : First Evil,4.181818181818182
0671001868,BODY SWITCHERS FROM OUTER SPACE: R L STINE'S GHOSTS OF FEAR STREET #14 (GHOSTS OF FEAR STREET),4.833333333333333
0345375580,"The Elf Queen of Shannara (Heritage of Shannara, Book 3)",3.9444444444444446
0671802283,JUDY GARLAND,8.0
067166865X,STAR TREK YESTERDAY'S SON (Star Trek: The Original Series),10.0
0553492411,Perfect Girls (Replica No. 4),1.75
0590109715,"The Andalite Chronicles (Elfangor's Journey, Alloran's Choice, An Alien Dies) - Animorphs",2.125
0590629786,"The Visitor (Animorphs, No 2)",1.3783783783783783
0590629794,"The Encounter (Animorphs , No 3)",2.3529411764705883
0439164567,"Shipwreck (Island, Book 1)",3.6
0590448595,"Karen's School Trip (Baby-Sitters Little Sister, 24)",2.2142857142857144
0590448323,"Karen's Doll (Baby-Sitters Little Sister, 23)",0.7272727272727273
0590448315,"Karen's Pen Pal (Baby-Sitters Little Sister, 25)",0.7272727272727273
0553295691,The Christie Caper,2.5833333333333335
0553562754,Southern Ghost,4.0
0515120618,Montana Sky,2.623762376237624
0971766711,A Thousand Country Roads: An Epilogue to The Bridges of Madison County,3.2857142857142856
0201731355,Macromedia Dreamweaver 4: Training from the Source,7.5
0380812029,All About Passion (Cynster Novels),2.590909090909091
1551668424,Fifth Daughter,3.3333333333333335
0553583077,To Kiss a Spy (Get Connected Romances),3.4583333333333335
0804119740,Lady of Desire,3.75
0446611107,The Rogue,1.5625
1551669463,The Italian,1.8125
0821772252,Scrooge Wore Spurs,1.2058823529411764
0060009241,See Jane Score (Avon Romance),1.3265306122448979
0380819619,The Ring on Her Finger (Avon Romance),2.5
1551668521,Reckless Encounter,1.4090909090909092
0312989202,Finding You/Knowing You : Two Brand-New Novels For One Wonderful Price! (Candellano Family Trilogy),2.2
0451208293,Impostress (Signet Historical Romance),2.8823529411764706
084395051X,Savage Destiny (Savage),1.0
1551665964,Bride Of Black Douglas (Mira),0.6923076923076923
0843950676,Texas Bride (Leisure Historical Romance),2.6666666666666665
0451208153,The Iron Rose,1.0
0060001453,Love With the Proper Husband (Avon Historical Romance),2.0555555555555554
0060002050,On a Wicked Dawn (Cynster Novels),3.5
0373123213,The Italian's Trophy Mistress  (Mistress To A Millionaire),0.0
0843951346,Seduced by a Rogue,3.4285714285714284
1551666766,Naughty Marietta,3.923076923076923
1551666855,The Love Knot,1.9166666666666667
0451208412,Racing Moon,3.25
0061032093,Breathing Room (Avon Romance),3.311111111111111
0312989431,Deadly Caress (A Francesca Cahill Romance),2.230769230769231
0446611298,Seduced,1.0
0843952059,The Very Virile Viking,2.0
0380812975,Untie My Heart,2.55
0345447174,Midnight Confessions,1.625
0553583565,Stealing Heaven,1.8235294117647058
0804119953,The Ways of Grace,2.7142857142857144
0843950803,Reckless Embrace (Leisure Historical Romance),2.3
0553583905,Kingdom Of Moonlight,2.44
0373292228,"Married By Midnight (Harlequin Historical, No. 622)",0.6666666666666666
0060502312,Breaking All the Rules (Avon Light Contemporary Romances),1.6470588235294117
0743436830,"River Road (Ross, Joann. Callahan Brothers Trilogy, 2.)",1.96875
1551668920,A Season Of Miracles,1.9565217391304348
0060001445,"Her Highness, My Wife",0.9523809523809523
0451206754,Must Be Magic,3.111111111111111
0440236401,The Temptress (The Bride Quest),2.0
038081479X,Heart of a Warrior,1.736842105263158
0843949635,Savage Moon,1.5
0843949724,Texas Homecoming (Night Riders),2.4615384615384617
0821771205,The Mating Game (Zebra Contemporary Romance),2.125
0312979495,Tempt Me Twice (A Kenyon Family Novel),0.9
0440235960,Romancing Riley,2.7777777777777777
0380811065,Lady Sophia's Lover,3.323529411764706
0440224055,Silent Honor,1.673913043478261
0140255087,The Snow Leopard (Penguin Nature Classics),4.882352941176471
0684866048,"Move Your Stuff, Change Your Life : How to Use Feng Shui to Get Love, Money, Respect and Happiness",3.5
0688164307,Every Day's a Party : Louisiana Recipes For Celebrating With Family And Friends,4.0
0060392703,"Do Less, Achieve More: Discover the Hidden Power of Giving in",5.0
0671743228,Success Through a Positive Mental Attitude,3.3333333333333335
0385483813,Intellectual Capital: The New Wealth of Organizations,7.0
1556590415,The Book of Questions,6.0
0399517405,Italian Light Cooking,9.0
1885171013,"Soulwork: Clearing the Mind, Opening the Heart, and Replenishing the Spirit",7.0
1583940677,"Nothing in This Book Is True, but It's Exactly How Things Are: The Esoteric Meaning of the Monuments on Mars",0.0
0804110867,Other People's Skeletons (Rebecca Schwartz Mysteries),1.1333333333333333
0446400688,Death and the Joyful Woman,5.4
0425102319,No Wind of Blame,0.0
039304856X,Iris and Her Friends: A Memoir of Memory and Desire,2.0
0399143335,The Cat Who Sang for the Birds,2.6666666666666665
0962455741,"Preserving Family Lands, Book I",0.0
0441001866,"Martin the Warrior (Redwall, Book 6)",2.357142857142857
0441000312,"Salamandastron (Redwall, Book 5)",3.0454545454545454
0515118249,The Cat Who Blew the Whistle,1.6136363636363635
0743456823,The Lives of Dax (Star Trek: Deep Space Nine),3.0
0312311354,"The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945",2.1176470588235294
0671743562,"Dreams of the Raven (Star Trek, No 34)",1.3333333333333333
0385335830,Diary of a Mad Bride (Summer Display Opportunity),3.881188118811881
0743262174,"Cry, the Beloved Country (Oprah's Book Club)",3.7169811320754715
0515130389,Carolina Moon,2.574712643678161
080411935X,Standing in the Rainbow,3.257142857142857
0142004235,East of Eden (Oprah's Book Club),4.549618320610687
0515135062,Three Fates,3.3943661971830985
0595197124,The Courtship Dance of the Borderline,3.0
0689859376,"The Seeing Stone (The Spiderwick Chronicles, Book 2)",2.736842105263158
1563524317,Down on Ponce: A Novel,2.6666666666666665
8421615386,El Tiempo y la Promesa,6.0
0140065008,The Deptford Trilogy (King Penguin S.),1.2857142857142858
0156881802,"Tartuffe, by Moliere",1.4
0006476333,Scorpio Illusion Uk,1.75
3257233027,Richtig leben mit Geri Weibel. Neue Folge.,0.0
325723273X,Richtig leben mit Geri Weibel.,3.857142857142857
0743412028,Pay It Forward,2.8417721518987342
3442429439,Die geheime Geschichte.,4.625
0061056774,The X-Files: Ground Zero,1.6808510638297873
0425169693,Here on Earth (Oprah's Book Club),3.1686746987951806
0452269571,Bastard Out of Carolina,4.0546875
051513287X,Face the Fire (Three Sisters Island Trilogy),2.9746835443037973
0618002219,The Hobbit: or There and Back Again,5.014285714285714
0553576399,Distraction: A Novel,3.1875
0451458370,Alien Taste (Roc Science Fiction),6.461538461538462
0441374239,Islands in the Net,1.7857142857142858
0887307884,Dogbert's Top Secret Management Handbook,4.375
0252068505,Hollywood Speaks: Deafness and the Film Entertainment Industry,8.0
0804108447,Druids,3.0952380952380953
0671721046,The Deed of Paksenarrion,5.083333333333333
0441117732,Count Zero (Ace Science Fiction),2.742857142857143
0553576429,A Good Old-Fashioned Future: Stories,3.3333333333333335
0915035170,Deaf Culture Our Way,9.5
0060914254,A Loss for Words : The Story of Deafness in a Family,2.25
0441003702,Schismatrix Plus: Includes Schismatrix and Selected Stories from Crystal Express,2.0
0886776155,"When True Night Falls (Coldfire Trilogy, Book 2)",3.0
055329461X,The Difference Engine,2.625
055357549X,Holy Fire: A Novel (Bantam Spectra Book),3.3181818181818183
0553373803,The Fifth Sacred Thing,5.074074074074074
0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,4.3568904593639575
1568650418,The Elric Saga PT. II,4.666666666666667
0451455789,No One Noticed the Cat,6.142857142857143
0963401661,Great Deaf Americans: The Second Edition,0.0
1566393523,"The Feel of Silence (Health, Society, and Policy)",8.0
0153895152,Our Latin Heritage (Our Latin Heritage),0.0
0345412451,The Termination Node,0.0
0590353403,Harry Potter and the Sorcerer's Stone (Book 1),6.363095238095238
0671877283,"Silverlight: The Arcana, Book II (Arcana/Morgan Llywelyn, Bk 2)",0.0
0941104184,War Against War,10.0
0380815931,In the Beginning...was the Command Line,5.9
0930878132,Guide to Korean Characters: Reading and Writing Hangul and Hanja,0.0
0932130097,American Deaf Culture: An Anthology,4.0
0312263120,Digital Fortress : A Thriller,4.011764705882353
0446532231,"Dude, Where's My Country?",4.24
0806511605,Fairy-Faith in Celtic Countries (Library of the Mystic Arts),0.0
0007103999,Witch,0.0
0671877143,"SILVERHAND: ARCANA BOOK I (Llywelyn, Morgan. Arcana, Bk. 1.)",0.0
0886777844,Summon the Keeper,3.0576923076923075
0875424961,The 21 Lessons of Merlyn: A Study in Druid Magic and Lore,4.111111111111111
089281313X,"Seekers of the Healing Energy: Reich, Cayce, the Kahunas, and Other Masters of the Vital Force",0.0
0877285314,Spiritual Cleansing: A Handbook of Psychic Protection,3.2
0765341840,"From The Two Rivers : The Eye of the World, Book 1 (Wheel of Time (Starscape))",4.166666666666667
0380789116,The Queen's Necklace,4.5
2877141667,L'Education Sentimenntale (World Classics),4.0
0312243359,We Wish to Inform You That Tomorrow We Will be Killed With Our Families: Stories from Rwanda,4.8
2742702458,La Virevolte,0.0
2253182389,Meurtres en soutane,5.0
0385498802,Bee Season: A Novel,3.857142857142857
0141002077,Cherry: A Memoir,4.375
0394757653,The Simple Art of Murder (Vintage Crime),3.6666666666666665
0812579569,Domain,3.3157894736842106
0898655293,Myth-Nomers and Im-Pervections,0.0
0449904628,Dave Barry Slept Here: A Sort of History of the United States,2.3125
0831750065,In Praise of Cats,3.0
0446674338,Brown Girl in the Ring,5.2727272727272725
0449702936,Sons from Afar,1.875
0449702146,"Izzy, Willy-Nilly",3.111111111111111
0449701301,Building Blocks,4.5
0449703347,Tree by Leaf,0.0
0590477323,Building Blocks (Point),3.5
0449701875,Jackaroo,1.6
0590471570,A Solitary Blue (Point),1.3333333333333333
0449702545,Homecoming,2.6739130434782608
0156005778,Mister Sandman (Harvest Book),1.05
0375727434,"Hateship, Friendship, Courtship, Loveship, Marriage : Stories",2.4
1550223968,Too Close to the Falls: A Memoir,4.666666666666667
0312291639,The Nanny Diaries: A Novel,3.440677966101695
014043187X,The Picture of Dorian Gray (Penguin Classic),3.4444444444444446
0425101452,Phantoms,3.306451612903226
0192816489,No Name (World's Classics),8.0
189251415X,The Bearded Lady,3.2
014018869X,Cold Comfort Farm,5.0476190476190474
1401068049,Revelation and the Fall of Judea,6.25
2070374637,L'Ami retrouvÃ?Â©,5.875
2890377741,Lame (Collection Sextant),9.0
0375505296,The Dante Club : A Novel,2.2857142857142856
3423350024,Der Wahnsinn der NormalitÃ?Â¤t.,0.0
034536662X,Jacob the Baker: Gentle Wisdom For a Complicated World,2.5
0553348981,Jitterbug Perfume,5.173076923076923
0486251772,Adventures at Sea in the Great Age of Sail: Five Firsthand Narratives,8.5
0671541013,POSSESSIONS,0.0
0684874350,ANGELA'S ASHES,4.115241635687732
0451207580,Who Left That Body in the Rain? (Thoroughly Southern Mysteries),1.8
0446611212,Violets Are Blue,2.8095238095238093
0316168688,The Dogs of Babel (Today Show Book Club #12),3.3596491228070176
0452264790,Tar Baby,2.3548387096774195
0679448802,Gone Bamboo,2.3333333333333335
0425189082,The Etruscan Chimera (Archaeological Mystery),2.6666666666666665
1566492785,The Tao of Bada Bing: Words of Wisdom from the Sopranos,0.0
0553254456,Gestalt Therapy,0.0
0553130250,Women Prefer Women,0.0
0451451279,The Witch's Daughter,0.0
0441816533,Tomoe Gozen,0.0
0879977361,Amazons II,0.0
0671002384,Ancient Blood:  Day of Honor #1 (Star Trek The Next Generation),1.7142857142857142
0380561433,God Herself: Feminine Roots of Astrology,0.0
0879831227,Preventive Organic Medicine (Pivot Health Book),0.0
0425155943,Contagion,2.3797468354430378
0553240307,Sudden Death,1.8666666666666667
3257229534,Der Vorleser,4.5
0553144286,Lord Valentine's castle,3.909090909090909
0440241537,The King of Torts,2.908713692946058
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),3.3523316062176165
0671004247,"Treaty's Law (Star Trek: Day of Honor, Book 4)",1.4545454545454546
0671002406,"Her Klingon Soul (Star Trek Voyager: Day of Honor, Book 3)",1.8888888888888888
0671006754,"Armageddon Sky (Star Trek Deep Space Nine: Day of Honor, Book 2)",1.4
055327418X,"Startide Rising (The Uplift Saga, Book 2)",2.6470588235294117
0345419995,Dave Barry's Greatest Hits,2.7037037037037037
0345388674,The Total Zone (Jordan Myles Mysteries),0.6666666666666666
0345277937,GOLDENGIRL,0.0
0671824171,DANGEROUS GAMES,0.0
0441354955,"I, alien : a novel",0.0
0879977981,Moonscatter,0.0
0441239196,First Cycle,3.0
0671822845,STARCHILD TRILOGY,0.0
0880387157,Illegal Aliens (Tsr Books),0.0
0451163036,Cat House,0.2222222222222222
0394718224,"The unicorn and other poems, 1935-1955",0.0
0345280229,Warm Worlds and Otherwise,3.0
0875421989,The Magick of the Tarot (The Llewellyn Practical Guides),5.0
087100240X,Psychic Tarot: Illustrated with the Aquarian Tarot Deck,5.0
0874771412,Tarot therapy: A guide to the subconscious,5.0
0886777631,"City of Golden Shadow (Otherland, Volume 1)",3.425925925925926
0425098648,Night Chills,2.0625
0061008427,Pacific Blues,3.6666666666666665
0425181103,Phantoms,3.0112359550561796
0786001690,Tattoo,3.5
0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),3.2562814070351758
0451153553,Misery,3.443396226415094
0142001805,The Eyre Affair: A Novel,3.3333333333333335
0380014033,Lord of Light,4.928571428571429
0553277839,Faerie Tale,2.4285714285714284
0375706062,Lying Awake,3.772727272727273
0060981180,Mariette in Ecstasy,2.9714285714285715
0061051098,"The Iron Lance (The Celtic Crusades, Book 1)",2.1
0425147622,The Body Farm,2.9279279279279278
0451180410,Mortal Fear,3.74468085106383
0425143341,Curfew,0.9583333333333334
0446360856,The Gold Coast,2.24
1593100825,Highland Legacy: Four Generations of Love Are Rooted in Scotland,2.6666666666666665
1591451124,"Deep in the Heart: A Novel (Morris, Gilbert. Lone Star Series.)",4.5
0800758579,Emma's Gift: A Novel,0.0
0812589831,People of the Owl (First North Americans),5.2
0451212193,Wind Walker,2.6666666666666665
1593101678,Kansas Brides,0.0
0312993560,The Tea Rose,2.933333333333333
0373791429,A Burning Obsession (Blaze),3.3333333333333335
0373227787,Wanted Woman : Cascades Concealed (Intrigue),2.6666666666666665
037327372X,To the Limit (Intimate Moments),0.0
0373273711,One Eye Open (Intimate Moments),2.0
0380400480,A Pirate's Love,3.0833333333333335
0964894203,"Secrets, Vol. 1",0.0
037327369X,A Cry In the Dark : Family Secrets: The Next Generation (Intimate Moments),0.0
1551666685,Embrace the Twilight,2.3157894736842106
0778320227,Edge of Twilight,2.0476190476190474
0553582763,By the Light of the Moon,3.4285714285714284
0425188809,Watchers,3.7777777777777777
0425092178,Strangers,3.3666666666666667
0345384369,Intensity,3.314516129032258
034539657X,Dark Rivers of the Heart,1.8055555555555556
0020532105,CRY THE BELOVED COUNTRY (Scribner Classic),3.607142857142857
0671623931,GOOD EARTH,1.5
0020519109,The Old Man and the Sea (A Scribner Classic),2.2222222222222223
0425144429,Mr. Murder,2.5555555555555554
0345468392,The Chronicles of Riddick,0.0
0312305060,The Hours: A Novel,3.3469387755102042
0743493540,Van Helsing,0.0
0821770594,My Lady Pirate,7.0
0310466628,Windsong (Serenade/Serenata No. 14),5.75
0446363510,The Jacaranda Tree,1.5
037329168X,Magic And Mist (Historical),1.4
0440206707,Viking's Woman,2.8
0425144569,For All Eternity,4.285714285714286
0821764462,Precious Passion (Zebra Splendor Historical Romances),3.75
0451204948,A Day Late and a Dollar Short,1.875
0486290492,Sense and Sensibility (Dover Thrift Editions),2.260869565217391
156619301X,Dracula,0.0
0060175966,The Professor and the Madman,4.775862068965517
0399144137,Rainbow Six,3.75
0743436741,The Lions of Lucerne,2.6153846153846154
0330352253,To the Hilt,3.9523809523809526
0609600567,Road Rage,2.6
0786404019,Day of the Long Night: A Palestinian Refugee Remembers the Nakba,10.0
034545104X,Flesh Tones: A Novel,2.933333333333333
0394756827,"Godel, Escher, Bach: An Eternal Golden Braid",7.9
0300069049,Cosima Wagner's Diaries: An Abridgement,0.0
0399146431,The Bonesetter's Daughter,3.358974358974359
0312186754,An Arrow's Flight,2.5
0312876513,Shadow of the Hegemon (Ender Wiggins Saga (Hardcover)),3.4285714285714284
080901548X,The Dark Child : The Autobiography of an African Boy,2.3333333333333335
0803287100,Yuwipi: Vision and Experience in Oglala Ritual,6.0
0879520388,Science and Health with Key to the Scriptures (W.M.B.E.),3.4444444444444446
0520077806,"Mama Lola: A Voodoo Priestess in Brooklyn (Comparative Studies in Religion and Society, No. 4)",8.0
0295955252,No-No Boy,4.0
0824811720,All I Asking for Is My Body (Kolowalu Book),1.5
0385482388,The Mistress of Spices,3.825
0312275560,The Path of Minor Planets : A Novel,6.0
0820319627,Curanderismo: Mexican American Folk Healing,8.5
0767901266,A Hope in the Unseen : An American Odyssey from the Inner City to the Ivy League,4.888888888888889
0385470142,"Fires in the Mirror: Crown Heights, Brooklyn and Other Identities",8.0
0870238566,Unbroken Thread: An Anthology of Plays by Asian American Women,7.0
1558850481,Zoot Suit and Other Plays,5.333333333333333
0679733760,"A Midwife's Tale : The Life of Martha Ballard, Based on Her Diary, 1785-1812",3.0
0395874653,Kaleidoscope Readings in Education,8.0
0399141146,The Hundred Secret Senses,2.891566265060241
0375706771,Midwives: A Novel,3.113157894736842
0451525078,Don Quixote of LA Mancha,2.111111111111111
0679722319,Where I'm Calling from: New and Selected Stories (Vintage Contemporaries),1.9259259259259258
0553213601,Cyrano De Bergerac (Bantam Classics),3.8
0679745580,In Cold Blood (Vintage International),2.8363636363636364
0679741410,Writers Dreaming: 26 Writers Talk About Their Dreams and the Creative Process,7.8
0679729259,The Brothers Karamazov (Vintage Classics),2.6666666666666665
0452260116,Song of Solomon (Oprah's Book Club (Paperback)),2.7202797202797204
0812533550,Ender's Game (Ender Wiggins Saga (Paperback)),5.3478260869565215
0020442602,Voyage of the Dawn Treader,3.257142857142857
0312978367,The Prometheus Deception,2.817073170731707
038079893X,Coronado Conspiracy,0.0
0061098019,H.M.S. Unseen,1.6363636363636365
0425177696,The Passenger,0.6153846153846154
0812517725,"The Great Hunt (The Wheel of Time, Book 2)",3.1538461538461537
0380818191,"Truth, The",5.357142857142857
9721013412,Os Maias,7.0
074346771X,S.W.A.T.,5.5
0399134883,Life on the Road,3.8666666666666667
0316037443,The Best Cat Ever,1.875
1878067745,Solo: On Her Own Adventure,2.8
0399138749,Mr. Murder,2.533333333333333
0571069134,Dark Labyrinth,7.0
0811816583,New York Dogs,9.0
1588512681,Demonlands,7.0
1573228745,Innocence,3.0
0446528757,Joy,3.0
0451191145,Atlas Shrugged,4.252252252252252
0136714897,Quotations from Women on Life,5.0
0689823517,The Dance,10.0
0875093663,Pursuit of God,4.0
0671510126,The Good Earth (Enriched Classics),3.381818181818182
0440403278,Number the Stars (Yearling Newbery),3.017857142857143
0803722907,"A Long Way from Chicago: A Novel in Stories (Newbery Honor Book, 1999)",2.25
0060987561,I Know This Much Is True,3.2107438016528924
0842314296,Hinds' Feet on High Places,3.6285714285714286
1880089858,"Woman, Thou Art Loosed: Healing the Wounds of the Past",10.0
0312265867,To the Nines: A Stephanie Plum Novel,3.9365079365079363
055328424X,Talent,0.8571428571428571
0373250290,Carrie Pilby (Red Dress Ink (Paperback)),3.84375
1844262553,Free,7.962962962962963
3442411580,Die LÃ?Â¶win von Aquitanien. Roman.,2.3333333333333335
3548600867,Die TotenwÃ?Â¤scherin.,8.5
3596124166,Flush. Eine Biographie.,3.0
3257227809,Venezianisches Finale. Commissario Brunettis erster Fall.,3.682926829268293
344244392X,Das Tagebuch Der Bridget Jones,4.6
3546001575,Der Geschichtenmacher.,0.0
0525945172,The Experiment,1.6956521739130435
3462029916,Wie Ich Einmal Die Welt Rettete (Beck-Texte Im Dtv),4.333333333333333
3423203668,Die fÃ?Â¼nfte Frau.,3.806451612903226
3423204206,Die falsche FÃ?Â¤hrte.,5.678571428571429
0152008772,Hang a Thousand Trees with Ribbons: The Story of Phillis Wheatley,2.6666666666666665
0312150601,Behind the Scenes at the Museum : A Novel,2.3466666666666667
0671899619,Fast Forward,3.230769230769231
0061099694,Hill Towns,1.6964285714285714
0446603309,The Witness,2.59375
0345302745,Speaker of Mandarin,3.4285714285714284
0671881957,KISS AND TELL (NANCY DREW FILES 104) : KISS AND TELL,0.0
0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),3.293859649122807
0310240972,Ten Secrets for the Man in the Mirror,2.5
0440170370,Player Piano,2.357142857142857
034524575X,Something Happened,0.0
0345413873,Monster : A Novel (Alex Delaware Novels (Paperback)),3.0530973451327434
0380726262,Moon Music (Peter Decker &amp; Rina Lazarus Novels (Paperback)),2.107142857142857
0671881965,STOLEN AFFECTIONS (NANCY DREW FILES 105) : STOLEN AFFECTIONS,0.0
0671881981,ANYTHING FOR LOVE (NANCY DREW FILES 107) : ANYTHING FOR LOVE (Nancy Drew Files (Paperback)),0.0
0671881930,COUNTERFEIT CHRISTMAS (NANCY DREW FILES 102) : COUNTERFEIT CHRISTMAS (Nancy Drew Files (Paperback)),0.0
0671881949,HEART OF ICE (NANCY DREW FILES 103) : HEART OF ICE (Nancy Drew Files (Paperback)),2.0
0590419293,Prom Dress,0.0
0671896768,Crossover (Star Trek: The Next Generation),2.2941176470588234
0064410129,"The Carnivorous Carnival (A Series of Unfortunate Events, Book 9)",4.175
0553267736,American Revolutionary (Time Machine No 10),0.0
055325636X,"Terror on Kabran (Escape from Tenopia, No 3)",4.666666666666667
0553254723,"Tenopia Island (Escape from Tenopia, No 1)",0.0
0553801309,A Place of Hiding,4.0
0445210214,Mythology 101 (Questar Fantasy),0.0
0375719350,The Man Who Japed,3.0
0345334302,Ringworld Engineers,3.111111111111111
0380773945,Magicnet,2.2
0345373413,The Quicksilver Screen,0.0
0345348176,From Doon With Death,4.111111111111111
0679802614,Magic Elizabeth,0.0
0590428098,"Yours Truly, Shirley",0.0
0671702920,ROSY'S ROMANCE,0.0
0380757893,Witch House,0.0
0440400759,Just As Long As We're Together,3.896551724137931
0590414976,"Junior High Jitters (Junior High, No 1)",3.3333333333333335
0684874318,Flesh And Blood,2.391304347826087
037570387X,The Autograph Man: A Novel (Vintage International (Paperback)),2.96
0451452925,Sisters in Fantasy,0.0
1559029838,Call of the Wild,2.3555555555555556
0590414658,Just a Little Bit Lost,1.0
0671674919,"The SUSPECT NEXT DOOR NANCY DREW FILES #39 (The Nancy Drew Files Case, No 39)",0.0
0441048862,Barbary,0.0
0553271547,"SEARCH FOR DINOSAURS (Time Machine, No 2)",0.0
0553272004,"Civil War Secret Agent (Time Machine, No 5)",3.5
0451450787,"Shadowrun: Never Deal With a Dragon (Secrets of Power, No 1)",1.8888888888888888
