,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
140088,0553158104,The Twins Get Caught (Sweet Valley Twins (Paperback)),Jamie Suzanne,1990,Sweet Valley,0.0
140089,0671741888,BEAUTY : BEAUTY,Bill Wallace,1990,Aladdin,0.0
140090,0817300317,"Selma, Lord, Selma: Girlhood Memories of the Civil-Rights Movement",Sheyann Webb,1980,Univ of Alabama Pr (T),0.0
140091,0451160576,"Coin of the Realm (Destroyer, No 77)",Warren Murphy,1989,New Amer Library (Mm),0.0
140092,0671439375,Burglars Can't Be Choosers,Lawrence Block,1983,Pocket,0.0
140093,042505652X,All the Good Ones Are Married: Married Men and the Women Who Love Them,Marion Zola,1982,Berkley Pub Group,0.0
140094,0671789627,DOG ON THIRD BASE : DOG ON THIRD BASE,Constance Hiser,1993,Aladdin,0.0
140095,0590428047,Fourth Graders Dont Believe in Witches,Terri Fields,1995,Scholastic Paperbacks (Mm),0.0
140096,059009890X,"Haunted Cleats (Screammates , No 1)",Keiran Flynn,1997,Scholastic,0.0
140097,0590863703,"The Case of the Mystery Cruise (The Adventures of Mary Kate and Ashley, No 2)",Carol Thompson,1996,Scholastic,2.0
140098,0553285602,Scalpdancers,Kerry Newcomb,1990,Bantam Books,0.0
140099,0425145328,Calling Crow,Paul Clayton,1995,Berkley Publishing Group,1.5
140100,0553285076,My War With Goggle-Eyes,Anne Fine,1990,Starfire,0.0
140101,0440171679,Pursuit of D.B. Cooper,J. D. Reed,1981,Dell Publishing,0.0
140102,0515076384,Down Among the Dead Men,Michael Hartland,1984,Jove Books,0.0
140103,0380713187,Perry Mason in the Case of the Burning Bequest,Thomas Chastain,1991,Harper Mass Market Paperbacks (Mm),0.0
140104,0812517822,Captors,John Farris,1985,Tor Books,0.0
140105,006104394X,Crack Down,Val McDermid,1996,HarperTorch,0.0
140106,0821743163,"The Initiation (The Nightmare Club, No 2)",Nick Baron,1993,Kensington Pub Corp (Mm),0.0
140107,0944276768,Hollywood Graffiti,Arelo Sederberg,1990,Tudor Publishers,0.0
140108,0446352314,Under Cover of Daylight,James W. Hall,1995,Warner Books (Mm),1.0
140109,0505522357,Santa Paws,Victoria Alexander,1997,Love Spell,1.6666666666666667
140110,0590453459,Still More Tales for the Midnight Hour (Point),J. B. Stamper,1992,Scholastic Paperbacks,0.0
140111,0553578030,Flight of the Serpent,Val Davis,1998,Bantam,3.5
140112,0671669400,Let's Rob Roy,Gabrielle Kraft,1989,Pocket,0.0
140113,1558176136,When the Wind Blows,Judith Marshall,1992,Pinnacle Books,0.0
140114,093229409X,The Enforcer (The Story of Happy Jack Burbridge),Jack Burbridge,1980,Acclaimed Books,0.0
140115,0802730825,Hidden Wrath,Philips,1984,Walker &amp; Company,0.0
140116,187862444X,The Littlest Christmas Tree (Storytime Christmas),Cass Hollander,1990,McClanahan Book Company,0.0
140117,0394836642,"The mystery at Number Seven, Rue Petite",Ellen Shire,1978,Random House,0.0
140118,0307681033,Ned's Number Book,E. Kunhardt,1982,Goldencraft,0.0
140119,0445405252,Black Dahlia,James Ellroy,1988,Warner Books,1.7142857142857142
140120,052341319X,Salt Lake,Lucile Bogue,1982,Pinnacle Books,0.0
140121,0373074417,"Unforgivable (Silhouette Intimate Moments, No 7441)",Joyce McGill,1992,Silhouette,0.0
140122,0395409276,"The Book of Lost Tales, Part 1(The History of Middle-Earth, Volume 1)",J. R. R. Tolkien,1986,Houghton Mifflin,1.6666666666666667
140123,0515105147,"Wyoming Range War (The Gunsmith, No 110)",J.R. Roberts,1991,Jove Books,0.0
140124,0373291973,Doctor'S Homecoming (Harlequin Historical),Kate Bridges,2002,Harlequin,3.3333333333333335
140125,0553572814,Dance on the Wind,Terry C. Johnston,1996,Bantam Books,0.0
140126,0843944757,Last Chance,Dee Marvine,1999,Leisure Books,0.0
140127,0843924977,Gunslick Mountain/Born to Trouble (Double-Barrel Western),Nelson Nye,1987,Banner of Truth,0.0
140128,0373217323,Where Memories Lie (2 Novels in 1),Gayle Wilson,2002,Harlequin,2.2857142857142856
140129,0373225156,"Woman Of Mystery  (A Memory Away ...) (Harlequin Intrigue, No. 515)",Charlotte Douglas,1999,Harlequin,1.3333333333333333
140130,0373224311,"Ride The Thunder  (Timeless Love) (Harlequin Intrigue, No 431)",Patricia Werner,1997,Harlequin,2.25
140131,0812514130,Conan of the Red Brotherhood (Conan the Barbarian),Leonard Carpenter,1993,Tor Books,0.0
140132,0373224400,Angel With An Attitude  (Avenging Angels) (Harlequin Intrigue),David Bishop,1997,Harlequin,0.0
140133,0373223668,"Charmer (Avenging Angels) (Harlequin Intrigue, No 366)",Leona Karr,1996,Harlequin,1.25
140134,0373221959,"Whistleblower (Harlequin Intrigue, No 195)",Tess Gerritsen,1992,Harlequin,0.0
140135,0553120182,"The Swordsman (The Authorized New Adventures of Robert E. Howard's Conan, Book 1)",L. Sprague De Camp,1978,Bantam Books,0.0
140136,0373223277,"Indiscreet (Harlequin Intrigue, No 327)",Timothy Parker,1995,Harlequin,0.0
140137,0373221355,"Switchback (Intrigue, No 135)",Catherine Anderson,1990,Harlequin,0.0
140138,0812533186,Conan the Hero,Leonard Carpenter,1989,Tor Books,0.0
140139,0812524934,Conan and the Amazon (Conan),John Maddox Roberts,1995,Tor Fantasy,0.0
140140,0812509625,Conan the Relentless,Roland Green,1992,Tor Books,0.0
140141,0812507142,Conan the Great (Middle Ages Series),Leonard Carpenter,1997,Tor Books (Mm),0.0
140142,0671039865,"Falling Stars (Andrews, V. C. Shooting Stars.)",V.C. Andrews,2001,Atria,2.3333333333333335
140143,0373703856,"Cross Tides (Harlequin Superromance, No 385)",Elaine K. Stirling,1989,Harlequin,0.0
140144,0553444859,"Passing Through Midnight (Loveswept, No 722)",Mary Kay McComas,1995,Loveswept,0.0
140145,0446351474,Home Before Morning : The Story of an Army Nurse in Vietnam,Lynda VanDevanter,1990,Warner Books,0.0
140146,0373078277,"Yuletide Bride (Silhouette Intimate Moments, No 827)",Rebecca Daniels,1997,Silhouette,0.0
140147,0837898587,Thank You for Being You,Kim Anderson,1995,Peggy Pinson,0.0
140148,0679874372,Phantom Trucker (Bullseye Chillers),Jason K. Friedman,1996,Random House Children's Books,0.0
140149,0816743975,"Night of the Pet Zombies (Deadtime Stories, No. 16)",A. G. Cascone,1997,Troll Communications,0.0
140150,0590519255,"The Dark Rival (Star Wars: Jedi Apprentice, Book 2)",Jude Watson,1999,Scholastic,3.111111111111111
140151,0816748128,Beware of the Haunted Toilet,Elaine Moore,1999,Troll Communications,8.333333333333334
140152,0439082099,"Are We There Yet? (Rockett's World, 3)",Lauren Day,1999,Scholastic,0.0
140153,0849934729,I Once Knew a Woman: A Patchwork of Seven Unforgettable Americans,Barbara Jenkins,1993,Thomas Nelson Inc,0.0
140154,0440401968,Black Suits from Outer Space,Gene De Weese,1989,Yearling Books,0.0
140155,1556613881,"Double Danger (Live from Brentwood High, No 3)",Judy Baer,1994,Bethany House Publishers,0.0
140156,059040749X,"Operation Black Fang (Secret File of Dakota King, No 1)",Jake MacKenzie,1987,Scholastic,0.0
140157,0717283348,Jim Henson's Muppets in The best gift of all: A book about generosity (Values to grow on),Andrew Gutelle,1993,Grolier,0.0
140158,076960563X,The prince of Egypt (Prince of Egypt),Catherine McCafferty,1998,Landoll,0.0
140159,0140375139,Where's Home?,Jonathan London,1997,Puffin Books,0.0
140160,0380763508,Cookie McCorkle and the Case of the Kings Ghost,Sharon Cadwallader,1991,Harpercollins Juvenile Books,0.0
140161,0425161900,"Real Kids, Real Adventures: Plane Crash in the Atlantic (Real Kids Real Adventure, No 7)",Deborah Morris,1998,Berkley Publishing Group,0.0
140162,0679811818,"Young Indiana Jones and the Curse of the Ruby Cross (Young Indiana Jones, Book 8)",William McCay,1991,Random House Children's Books,0.0
140163,0553212656,Nicholas Nickleby,Charles Dickens,1982,Bantam Books,0.0
140164,0671722255,WE HATE EVERYTHING BUT BOYS : WE HATE EVERYTHING BUT BOYS (Linda Story),Linda Lewis,1990,Simon Pulse,0.0
140165,0399210806,In the Middle of a Rainbow,Barbara Girion,1984,Cliffs Notes,0.0
140166,034527492X,The Marvel Comics Illustrated Version of Star Wars,Stan Lee,1977,Ballantine Books,3.5
140167,0821743384,Crossed Hearts (Regency Romance),Monette Cummings,1993,Kensington Publishing Corporation,0.0
140168,0373114559,"To Tame A Wild Heart (Harlequin Presents, No. 1455)",Emma Darcy,1992,Harlequin,1.0
140169,0373034547,"Fate Takes A Hand (Harlequin Romances, No 3454)",Betty Neels,1997,Harlequin,3.3333333333333335
140170,0373706057,"I Do, I Do (Mother Of The Bride) (Harlequin Superromance, No 70605)",Pamela Bauer,1994,Harlequin,0.0
140171,0373170637,Dark Moon Rising (Harlequin Romance),Dana James,1990,Harlequin Books,0.0
140172,0373105053,Wait For The Storm (505),Jayne Bauling,1982,Harlequin Presents,0.0
140173,0373252528,"Wherever Love Leads (Harlequin Temptation, No. 252)",Regan Forest,1987,Harlequin,2.5
140174,0373108303,Pelangi Heaven (Harlequin Presents),Karen Van Der Zee,1985,Harlequin,0.0
140175,0373160542,Valley Of Fire,Author Unknown,1984,Harlequin,0.0
140176,0373110464,"Passionate Revenge (Harlequin Presents, No 1046)",Sally Wentworth,1987,Harlequin,0.0
140177,0373104782,Girl from Nowhere (Harlequin Presents),Charlotte Lamb,1982,Harlequin Books,0.0
140178,0373104898,Long Cold Winter (Harlequin Presents),Penny Jordan,1982,Harlequin Books,0.0
140179,0373161107,Secret Longings,Sharon McCaffree,1985,Harlequin,0.0
140180,0373161883,"Matter Of Time (Harlequin American Romance, No 188)",Noreen Brownlie,1987,Harlequin,0.0
140181,0373110944,"Dishonourable Intent (Harlequin Presents, No 1094)",Sally Wentworth,1988,Harlequin,0.0
140182,0373161212,Love Beyond Question (Harlequin American Romance),Alicia Brandon,1985,Harlequin,0.0
140183,0373028571,"Man Of Contrasts (Harlequin Romance, No 2857)",Claudia Jameson,1987,Harlequin,0.0
140184,0307100219,Disney's Beauty and the Beast (A Golden Super Shape Book),Rita Balducci,1992,Random House Childrens Books,0.0
140185,0373027869,Prisoner/Shadow Mtn (Harlequin Romance No.2786),Mariel Kirk,1986,Harlequin,0.0
140186,0373707339,"Somewhere Out There  (Showcase) (Harlequin Super Romance, No 734)",Connie Bennett,1997,Harlequin,0.0
140187,0373108893,Very Private Love,Melinda Cross,1986,Harlequin,0.0
140188,0373029799,"Wild Side (Harlequin Romance, No 2979)",Tisha Hamilton,1989,Harlequin,0.0
140189,0373109490,"Elusive Paradise (Harlequin Presents, No 937)",Lilian Peake,1986,Harlequin,0.0
140190,0840751222,"Santa, Are You for Real?",Harold Lawrence Myra,1977,Thomas Nelson(J),0.0
140191,0805021396,A Bear for All Seasons,Diane Marcial Fuchs,1995,Henry Holt &amp; Company,0.0
140192,0394873041,Animal Friends (Knee High Series),Phoebe Dunn,1985,Random House Childrens Books,0.0
140193,0307106527,Guess Who? (Pat the Bunny),Dorothy Meserve  Pat the Bunny Kunhardt,2000,Golden Books,0.0
140194,0687078164,The Christmas Crib That Zack Built,Carol S. Wedeven,1989,Abingdon Pr,0.0
140195,0590481576,Deer At the Brook,Jim Arnosky,0,Scholastic Inc,0.0
140196,0717282899,Jim Henson's muppets in Kermit's cleanup: A book about imagination (Values to grow on),Michaela Muntean,1992,Grolier,0.0
140197,0679890483,"Hand, Hand, Fingers, Thumb (Bright &amp; Early Board Books)",AL PERKINS,1998,Random House Books for Young Readers,0.0
140198,0590445758,"Encyclopedia Brown Carries on (Encyclopedia Brown, No 14)",Donald J. Sobol,1991,Scholastic,3.5
140199,0345316800,The Case of the Golddigger's Purse,Erle Stanley Gardner,1997,Fawcett Books,0.0
140200,0440969778,The Pig-Out Blues,Jan Greenburg,1985,Laurel-Leaf Books,0.0
140201,0939979217,Wake Up Mr. Bee,Penny Dale,1988,Discovery Toys,0.0
140202,0373104367,Forbidden Flame,Anne Mather,1981,Harlequin,0.0
140203,0373705085,"Tumbleweed (Harlequin Superromance, No 508)",Margot Dalton,1992,Harlequin,3.0
140204,0373027907,Sweet Poison (Harlequin Romance No. 2790),Angela Wells,1986,Harlequin,0.0
140205,0373110812,Echo Of Passion,Charlotte Lamb,1988,Harlequin,0.0
140206,0373028520,"Long Way Home (Harlequin Romance, No 2852)",Bethany Campbell,1987,Harlequin,0.0
140207,0373107692,One Last Dance,Claire Harrison,1985,Harlequin,0.0
140208,037310586X,Elusive Desire (Harlequin Presents),Anne Mather,1983,Harlequin,0.0
140209,0373706944,"Waiting For You (9 Months Later) (Harlequin Superromance, No 694)",Margot Early,1996,Harlequin,0.0
140210,0373111290,"Trusting Heart (Harlequin Presents, No 1129)",Carol Gregor,1988,Harlequin,0.0
140211,0373704291,"Bitter Legacy (Harlequin Superromance, No 429)",Casey Roberts,1990,Harlequin,0.0
140212,0373104170,"Stranger in the Night (Harlequin Presents, 417)",Charlotte Lamb,1981,Harlequin Books,0.0
140213,0373111398,"Lord And Master (Harlequin Presents, No 1139)",Joanna Mansell,1988,Harlequin,0.0
140214,0373116020,"Walk Upon The Wind (Harlequin Presents, 1602)",Jim Wilson,1993,Harlequin,0.0
140215,0373251378,2 Of Kind,Jill Bloom,1984,Harlequin,0.0
140216,0373107080,Going Underground,Author Unknown,1984,Harlequin,0.0
140217,0373106467,Land Of The Incas (Harlequin Presents),Kay Thorpe,1983,Harlequin,0.0
140218,0373106491,Old Passion (Harlequin Presents),Robyn Donald,1983,Harlequin,0.0
140219,0373028164,"Walk Into Tomorrow (Harlequin Romance, No 2816)",Rosemary Carter,1987,Harlequin,0.0
140220,0373104561,Summer Fire,Sally Wentworth,1981,Harlequin,0.0
140221,0373707177,"Firm Commitment  (Family Man) (Harlequin Superromance, No 717)",Linda Markowiak,1996,Harlequin,0.0
140222,0373251688,"Essence Of Summer (Harlequin Temptation, No 68)",Dianne King,1985,Harlequin,0.0
140223,0373106432,Tropical Tempest (Harlequin Presents),Flora Kidd,1983,Harlequin,0.0
140224,0373028482,"In Love With The Man (Harlequin Romance, No 2848)",Marjorie Lewty,1987,Harlequin,0.0
140225,0373112114,"Another Time (Harlequin Presents, No 1211)",Susan Napier,1989,Harlequin,0.0
140226,0373111991,"Aloha Bride (Harlequin Presents, 1199)",Emma Darcy,1989,Harlequin,0.0
140227,0373105088,Northern Sunset (Harlequin Presents),Penny Jordan,1982,Harlequin Books,0.0
140228,0373112297,"Man Without A Past (Harlequin Presents, No 1229)",Valerie Parv,1989,Harlequin,3.0
140229,037311219X,"Cherish The Flame (Harlequin Presents, No 1219)",Sandra Marton,1989,Harlequin,0.0
140230,0373105258,Magnolia Siege (Harlequin Presents),Pamela Pope,1982,Harlequin Books,0.0
140231,0373112890,"Taking Chances (Harlequin Presents, No 1289)",Vanessa Grant,1990,Harlequin,0.0
140232,0307123391,Frosty the Snowman and the Magic Day (Golden Big Book),Rita Balducci,1991,Golden Books,0.0
140233,0373704275,"Spirit Of The West (Harlequin Superromance, No 427)",Nancy Ellison,1990,Harlequin,0.0
140234,0373093381,Heart Of The Eagle (Silhouette Special Edition No.338),Lindsay McKenna,1986,Silhouette,0.0
140235,0821738143,Georgia Fever (Heartfire Romance),Gloria Dale Skinner,1992,Zebra Books,0.0
140236,0515058653,"Something Old, Something New",Lillian Africano,1983,Jove Books,0.0
140237,0373092903,"My Heart'S Undoing (Silhouette Special Edition, No 290)",Phyllis Halldorson,1986,Silhouette,0.0
140238,0380419211,Follow the Shadows,Jocelyn Carew,1979,Avon,0.0
140239,0821727125,Lost Roses of Ganymede House,Constance Walker,1989,Kensington Pub Corp (Mm),0.0
140240,0373030800,"Unlikely Places (Harlequin Romance, No 3080)",Anne Marie Duquette,1990,Harlequin,1.25
140241,0373289707,"Reckless (Harlequin Historical Romances, No 370)",Beth Henderson,1997,Harlequin,0.0
140242,0310466520,Hand Me Down the Dawn (Serenade/Saga No. 13),Mary Harwell Sayler,1985,Zondervan,2.6666666666666665
140243,0821748475,Virtue's Reward (Zebra Regency Romance),Jean R. Ewing,1995,Zebra Books,0.0
140244,0671496522,"Keys to Daniel's House (Silhouette Special Edition, #8)",Carole Halston,1982,Silhouette Books New York,0.0
140245,0684174707,In Our Time: Stories (Scribner Classic),Ernest Hemingway,1986,Collier Books,2.5
140246,0671028421,Breathing Room,Patricia Elam,2001,Atria,3.5
140247,0671015400,SACRED HEART,Marcel Montecino,1998,Pocket Star,1.1428571428571428
140248,0812530098,The Empire of Ice,Richard Moran,1995,Tor Books,0.0
140249,0821721917,Smoke from the Ashes,William W. Johnstone,1987,Zebra Books,0.0
140250,0821732579,Wind in the Ashes,William Johnstone,1986,Kensington Pub Corp,0.0
140251,0821730983,"Survival in the Ashes (Ashes, No 12)",William Johnstone,1990,Zebra Books,0.0
140252,0786844310,Return to the Sea,Amy Edgar,2000,Disney Press,0.0
140253,1887734015,Friends at School,Rochelle Bunnett,1995,Star Bright Books,0.0
140254,0152321594,The Goodnight Circle,Carolyn Lesser,1991,Voyager Books,0.0
140255,0553055771,Goofy's Big Race Fun-To-Read Library Vol.4,Disney Studios,1985,Bantam Doubleday Dell,2.5
140256,0448030942,Baby's Farm Animals (Tall Board),Irma Wilde,1986,Grosset &amp; Dunlap,0.0
140257,0816714665,"Great Tales of Suspense: The Magic Shop, The Ghost Chamber, The Adventure of the Norwood Builder, Beyond the Wall, and The Specter Bridegroom",H. G. Wells,1993,Troll Communications,0.0
140258,0307200132,"Together in Paris (Easy to Read Movie Storybook , Level 3)",Melissa Peterson,1997,Golden Books,0.0
140259,0590101765,Going Solo,Roald Dahl,0,Scholastic Inc,0.0
140260,0689821727,YOLANDAS GENIUS,Carol Fenner,1998,Aladdin,2.5
140261,0874036887,Scott &amp; the ogre (Grace Street kids),Marti Plemons,1992,Standard Pub,0.0
140262,0816703809,Here Comes Hungry Albert (ABC Adventure),Patricia Whitehead,1986,Troll Communications Llc,0.0
140263,0425153401,Bone Deep,David Wiltse,1996,Berkley Publishing Group,2.5555555555555554
140264,0684176602,For Whome the Bell Tolls (Scribner Classic),Ernest Hemingway,1982,Scribner Paper Fiction,0.0
140265,0679822372,Little Grover's Book of Shapes (Sesame Street Toddler Books),Anna Ross,1992,Random House Children's Books,0.0
140266,0373024568,Flash Point (Harlequin Romance),Jane Donnelly,1982,Harlequin Books,0.0
140267,0688137555,The Oldest Elf,James Stevenson,1996,Greenwillow Books,0.0
140268,0399228179,Country Angel Christmas,Tomie dePaola,1995,Putnam Publishing Group,2.5
140269,0374367809,Sheep in Wolves' Clothing,Satoshi Kitamura,1996,"Farrar, Straus and Giroux (BYR)",0.0
140270,0385013930,You Can't Eat Peanuts in Church and Other Little-Known Laws,Barbara Seuling,1975,Random House Childrens Books,0.0
140271,0809244098,"Bubble Gum (Peeples, H. I. Where Does This Come from?,)",H. I. Peeples,1989,McGraw-Hill,0.0
140272,0689849648,Watch Out!  A Giant!,Eric Carle,2002,Little Simon,0.0
140273,0816431612,Stories from a Snowy Meadow,Stevens,1976,Seabury Press,0.0
140274,0307121097,Walt Disney's Classic: Pinocchio,Walt Disney,1990,Random House Childrens Books,0.0
140275,0394834607,Old Mother Hubbard (Picturebacks),Alice Provensen,1992,Random House Children's Books,0.0
