,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
260108,0312860765,The Pumpkin Rollers,Elmer Kelton,1996,Forge,0.0
260109,0312884184,The Wishing Tree,Sandra Paretti,1977,St Martins Pr,0.0
260110,0312886446,Woman Wanted,Joanna McClelland Glass,1985,St Martins Pr,0.0
260111,0312904460,Vicki,Joyce Milton,1986,St. Martin's Press,0.0
260112,0312925476,The Mummy Case,Wolf,1985,Congdon &amp; Weed,0.0
260113,0312953623,Star Wreck No 7: Space the Fido Frontier (Space Fido Frontier),Leah Rewolinski,1994,St. Martin's Press,0.0
260114,0312954476,"Blood at Fort Bridger (Forts of Freedom, Vol 4)",John Legg,1995,St Martins Pr (Mm),0.0
260115,0312956924,The Dead File,Vincent Murano,1996,St Martins Pr (Mm),0.0
260116,0312958390,Bloody Hand,Matthew Braun,1996,St. Martin's Press,0.0
260117,0312960557,Antonio Banderas,Kathleen Tracy,1996,St Martins Pr,0.0
260118,0312965117,"Ashes of Heaven: The Lame Deer Flight-- May 7, 1877 and the End of the Great Sioux War (Plainsmen (Paperback))",Terry C. Johnston,1998,St. Martin's Press,0.0
260119,0312965605,"Autumn Thunder (Last Warriors, Bk 1)",Michael Kosser,1997,St. Martin's Press,0.0
260120,0312966083,Lorrie Morgan (Lorrie Morgan),Ace Collins,1998,St. Martin's Press,0.0
260121,0312968183,See No Evil (A Marti MacAlister Mystery),Eleanor Taylor Bland,1999,St. Martin's Dead Letter,0.0
260122,0312968272,Gentleman Rogue,Matthew Braun,1999,St. Martin's Press,0.0
260123,0312969953,Devil Wire,Cameron Judd,1999,St. Martin's Press,0.0
260124,0312970935,Indian Territory,Matthew Braun,1999,St. Martin's Press,0.0
260125,0312971001,How to Win at Sony Playstation Games,Hank Schlesinger,1999,St. Martin's Press,0.0
260126,0316092819,At the Highest Levels: The Inside Story of the End of the Cold War,Michael Beschloss,1993,Little Brown &amp; Co,0.0
260127,0316170925,Heiress,Janet Dailey,1987,Little Brown &amp; Co,0.0
260128,0316243000,Santa and Alex,Delia Ephron,1983,Little Brown &amp; Co,0.0
260129,0316279188,Tales Out of School: Joseph Fernandez's Crusade to Rescue American Education,Joseph A. Fernandez,1993,Little Brown &amp; Co,0.0
260130,0316698393,No Man Alone : A Surgeons Life,Wilder Penfield,1977,"Little, Brown",0.0
260131,0316723894,Lucy's Birthday/Book and Lego Toys (Duplo Playbooks),Maureen Roffey,1995,Little Brown &amp; Co (Jt),0.0
260132,0330306995,The Obstacle Race (Read Together),Helen Arnold,1990,Pan Macmillan,0.0
260133,0330342010,Running Wild (Hollywell Stables S.),Samantha Alexander,1995,Macmillan Children's Books,0.0
260134,0340197870,RODDY ON THE CANAL ARKLE,PHYLLIS ARKLE,1980,Hodder &amp; Stoughton Childrens Division,0.0
260135,0340550821,Secret Seven Bumper Double: Secret Seven Fireworks / Good Old Secret Seven,Enid Blyton,1991,Hodder &amp; Stoughton General Division,0.0
260136,0345285425,How to Get Whatever You Want Out of Life,Dr. Joyce Brothers,1980,Ballantine Books,4.0
260137,0345332814,A Far Trumpet,Fred Grove,1986,Ballantine Books,0.0
260138,0345353013,"Dark Powers (Sentinels, No 2)",Jack Mc Kinney,1989,Del Rey Books,0.0
260139,0345353811,"Fall from Grace: Sex, Scandal and Corruption in American Politics from 1702 to the Present",Shelley Ross,1988,Ballantine Books,4.0
260140,0345356284,Richard Lamb,Richard Wheeler,1988,Ballantine Books,0.0
260141,0345380487,"Hammer and Anvil (Time of Troubles, Bk 2)",HARRY TURTLEDOVE,1996,Del Rey,0.0
260142,0345386833,Double Jeopardy,William Bernhardt,1995,Ballantine Books,0.0
260143,0345387325,Kingdoms of the Night,Allan Cole,1996,Del Rey Books,0.0
260144,034538735X,The Wind After Time (Shadow Warrior Trilogy),Chris Bunch,1996,Del Rey Books,0.0
260145,0345402960,The Moreau Factor,Jack L. Chalker,2000,Del Rey Books,0.0
260146,0345418069,Blind Justice,William Bernhardt,1997,Ballantine Books,0.0
260147,0356178986,Eve's Apples,Lena Kennedy,1989,Time Warner Books UK,0.0
260148,0370314670,The shining company,Rosemary Sutcliff,1990,Bodley Head,0.0
260149,0373028342,"Tempest In The Tropi (Harlequin Romance, No. 2834)",Roumelia Lane,1987,Harlequin,0.0
260150,0373033265,"On Blueberry Hill (Harlequin Romance, No 3326)",Marcella Thompson,1994,Harlequin,0.0
260151,0373033737,"Best For Last (Sealed With A Kiss) (Harlequin Romance, No 3373)",Linda Howard,1995,Harlequin,0.0
260152,037303380X,"Best Man (Harlequin Romance, No 3380)",Shannon Waverly,1995,Harlequin,0.0
260153,0373035381,"Make Believe Mother  (Kids &amp; Kisses) (Harlequin Romance, 3538)",Pamela Bauer,1998,Harlequin,0.0
260154,037303539X,"Bachelor Available  (Texas Grooms Wanted) (Harlequin Romance, 3539)",James Dale,1999,Harlequin,0.0
260155,0373035454,"Undercover Fiancee (Love Undercover) (Harlequin Romance, 3545 : Love Undercover)",Rebecca Winters,1999,Harlequin,0.0
260156,0373035802,"Husband For Christmas (Daddy Boom) (Harlequin Romance, 3580)",Emma Richmond,1999,Harlequin,0.0
260157,0373035829,"Resolution:  Marriage (Marriage Ties) (Harlequin Romance, 3582)",Patricia Knoll,1999,Harlequin,0.0
260158,0373036507,"Child In Need (Parents Wanted) (Romance, 3650)",Marion Lennox,2001,Harlequin,0.0
260159,0373053754,"Gift Of Love (Silhouette Desire, No 375)",Sherryl Woods,1987,Silhouette,0.0
260160,0373057768,"Good Golly, Miss Molly (Silhouette Desire, No 776)",Nancy Martin,1993,Silhouette,0.0
260161,0373075456,"Sterling Advice (Silhouette Intimate Moments No, 7545)",Sandy Steen,1993,Silhouette,0.0
260162,0373076894,"Roughneck (Silhouette Intimate Moments, No 689)",Alexandra Sellers,1995,Silhouette,0.0
260163,0373086873,"Finally Home (Harlequin Silhouette Romance, No 687)",Arlene James,1989,Silhouette,0.0
260164,0373093594,"Something Worth Keep (Silhouette Speical Edition, No 359)",Kathleen Eagle,1986,Silhouette,0.0
260165,0373093764,"Renegade Son (Silhouette Special Edition, No. 376)",Lisa Jackson,1987,Silhouette,0.0
260166,0373093861,"Mandrego (Silhouette Special Edition, No 386)",Tracy Sinclair,1987,Silhouette,0.0
260167,0373094183,Torn Asunder (Silhouette Special Edition 418),Celeste Hamilton,1987,Silhouette,0.0
260168,0373097875,"He'S A Bad Boy (Silhouette Special Edition, No 9787)",Steve Jackson,1992,Silhouette,0.0
260169,037309860X,"Summertime (The Breen Men) (Silhouette Special Edition No, 9860)",Curtiss A. Matlock,1993,Silhouette,0.0
260170,0373098626,"Far To Go (Family Found) (Silhouette Special Edition No, 9862)",Gina Ferris,1993,Silhouette,0.0
260171,0373099495,"Where Dreams Have Been...(That Special Woman!) (Silhouette Special Edition, No 949)",Penny Richards,1995,Silhouette,0.0
260172,037310877X,Knight'S Possession (Harlequin Presents),Carole Mortimer,1986,Harlequin,0.0
260173,0373111959,"Sweet Captivity (Harlequin Presents, No 1195)",Kate Proctor,1989,Harlequin,5.0
260174,0373112203,"Devil'S Shadow (Harlequin Presents, No 1220)",Sally Wentworth,1989,Harlequin,3.5
260175,0373113390,"Time For Trust (Harlequin Presents, No 1339)",David P. Jordan,1991,Harlequin,0.0
260176,0373117795,"Unfaithful Wife (Presents Plus) (Harlequin Presents, No 1779)",Lynne Graham,1995,Harlequin,0.0
260177,0373119879,"Marriage Solution (Harlequin Presents , No 1987)",Barbara Brooks-Simon,1998,Harlequin,0.0
260178,0373119887,"All Male (Harlequin Presents , No 1988)",Kay Thorpe,1998,Harlequin,0.0
260179,0373120214,"Very Private Revenge (Harlequin Presents, 2021)",Barbara Brooks-Simon,1999,Harlequin,0.0
260180,0373120230,"One Husband Required  (Wanted: One Wedding Dress) (Harlequin Presents, 2023)",Sharon Kendrick,1999,Harlequin,0.0
260181,0373120303,"Seduction Game (Harlequin Presents, 2030)",Sara Craven,1999,Harlequin,0.0
260182,0373120346,"Accidental Baby (Expecting!) (Harlequin Presents, 2034)",Kim Lawrence,1999,Harlequin,0.0
260183,037312046X,"Hot Surrender (Harlequin Presents, No. 2046)",Arnette Lamb,1999,Harlequin,0.0
260184,0373120567,"Mistress Bride (Society Weddings) (Harlequin Presents, No. 2056)",Michelle Reid,1999,Harlequin,0.0
260185,0373120656,"Secret Daughter (Harlequin Presents, No. 2065)",Catherine Spencer,1999,Harlequin,0.0
260186,0373120672,"Convenient Bridegroom (Society Weddings) (Harlequin Presents, No. 2067)",Helen Bianchin,1999,Harlequin,0.0
260187,0373120710,"Mistletoe Mistress (Harlequin Presents, No. 2071)",Barbara Brooks-Simon,1999,Harlequin,0.0
260188,0373120877,"Facing Up To Fatherhood (His Baby) (Presents, 2087)",Miranda Lee,2000,Harlequin,0.0
260189,0373121229,"Pleasure King'S Bride (Kings Of The Outback) (Presents, 2122)",Emma Darcy,2000,Harlequin,0.0
260190,0373121326,"Bought: One Husband (Wedlocked) (Harlequin Presents, 2132 : Wedlocked)",Tisha Hamilton,2000,Harlequin,0.0
260191,037312161X,Seduction Scheme (Harlequin Presents),Kim Lawrence,2001,Harlequin,0.0
260192,0373121865,"Yesterday And Forever (Harlequin Presents, No 2186)",Sandra Marton,2001,Harlequin,0.0
260193,0373121881,"To Have A Husband (Bachelor Sisters) (Presents, 2188)",Carole Mortimer,2001,Harlequin,0.0
260194,0373152248,Lingering Shadows,Penny Jordan,1992,Pocket Books,0.0
260195,037316033X,Destiny'S Sweet Er (Harlequin American Romance),Deirdre Mardon,1983,Harlequin,0.0
260196,0373161786,This Day Forward (Harlequin American Romances),Elizabeth Morris,1986,Harlequin,0.0
260197,0373167466,"Daddy By Destiny (Who'S The Daddy) (Harlequin American Romance , No 746)",Muriel Jensen,1998,Harlequin,0.0
260198,0373167490,"If Wishes Were...Daddies (Harlequin American Romance, No. 749)",Jo Leigh,1998,Harlequin,0.0
260199,0373168489,"A Little Office Romance (Harlequin American Romance, No. 848)",Michele Dunaway,2000,Harlequin,0.0
260200,0373190972,"Baby Talk (Bundles Of Joy) (Silhouette Romance, No 1097)",Richard Morris,1995,Silhouette,0.0
260201,0373194455,"Too Hard To Handle (Romance, 1445)",Rita Rainville,2000,Silhouette,0.0
260202,0373194633,"Cherish The Boss (The Circle K Sisters) (Silhouette Romance, 1463)",Judy Christenberry,2000,Silhouette,0.0
260203,0373201389,Rocky Mountain Men  (By Request) (Harlequin by Request),Linda Randall Wisdom,1997,Harlequin,0.0
260204,0373201397,Lessons In Love (By Request) (Harlequin by Request),Marie Ferrarella,1997,Harlequin,0.0
260205,0373222505,"Haunted (Harlequin Intrigue, 250)",Patricia Rosemoor,1993,Harlequin,0.0
260206,0373222548,"Santa Claus Is Coming (Harlequin Intrigue, No 254)",M.J. Rodgers,1993,Harlequin,0.0
260207,0373222580,"Simon Says (Harlequin Intrigue No, 22258)",Sheryl Lynn,1993,Harlequin,0.0
260208,0373224702,"Missing Hour (Intrigue , No 470)",Dawn Stewardson,1998,Harlequin,0.0
260209,0373224753,"Fugitive Father (Intrigue , No 475)",Jean Barrett,1998,Harlequin,0.0
260210,0373224958,All I Want for Christmas (Harlequin Intrigue),Joanna Wayne,1998,Harlequin,0.0
260211,0373225237,"Her Eyewitness (Harlequin Intrigue, No. 523)",Rita Herron,1999,Harlequin,0.0
260212,0373225598,"Heart Of A Lawman (Sons Of Silver Springs) (Intrigue, 559)",Patricia Rosemoor,2000,Harlequin,0.0
260213,0373241348,"Just Jessie  (Women To Watch) (Harlequin Special Edition, No 1134)",Lisette Belisle,1997,Silhouette,0.0
260214,037324262X,"Most Eligible M D (The Bachelor Bet) (Silhouette Special Edition, 1262)",Joan Elliot Pickart,1999,Silhouette,0.0
260215,0373242727,"Cowboy'S Code (Silhouette Special Edition, 1272)",Alaina Starr,1999,Silhouette,0.0
260216,0373243111,"Cowboy'S Caress (A Ranching Family) (Special Edition, 1311)",Victoria Pade,2000,Silhouette,0.0
260217,037324326X,"Wild Mustang (Special Edition, 1326)",Jane Toombs,2000,Silhouette,0.0
260218,0373243359,"Whose Baby Is This? (Special Edition, 1335)",Patricia Thayer,2000,Silhouette,0.0
260219,037325198X,"Straight From/Heart (Harlequin Temptation, No 98)",Barbara Delinsky,1986,Harlequin,0.0
260220,0373252994,T.L.C.,Barbara Delinsky,1988,Harlequin,0.0
260221,037325525X,"Perfect Husband (Harlequin Temptation, No 425)",Kristine Rolofson,1992,Harlequin,0.0
260222,0373258356,"While He Was Sleeping (The Wrong Bed) (Harlequin Temptations, 735)",V.C. Andrews,1999,Harlequin,0.0
260223,0373258496,"Littlest Stowaway (Bachlors &amp; Babies) (Harlequin Temptation, No. 749)",Gina Wilkins,1999,Harlequin,0.0
260224,0373270348,"Sharing The Darkness (Silhouette Shadows, No 27034)",Marilyn Tracy,1994,Silhouette,0.0
260225,037327095X,"Lawman And The Lady (Intimate Moments, 1025)",Pat Warren,2000,Silhouette,0.0
260226,0373286236,"Dandelion (Harlequin Historical, No 23)",Bronwyn Williams,1989,Harlequin,0.0
260227,0373286872,"Improbable Eden (Harlequin Historical, No. 87)",Mary Daheim,1991,Harlequin,0.0
260228,0373287143,"Wyoming Territory (Harlequin Historical, No 114)",Jackie Merritt,1992,Harlequin,0.0
260229,0373288115,"Heart'S Desire (March Madness) - Big Book (Harlequin Historical, No 211)",Jim Wilson,1994,Harlequin,0.0
260230,037328909X,Warrior'S Deception (March Madness) (Harlequin Historical No 309),Diana Hall,1996,Harlequin,0.0
260231,0373289227,"Velvet Touch (Harlequin Historical, No 322)",Catherine Archer,1996,Harlequin,0.0
260232,0373290497,"Highlander'S Maiden (Harlequin Historicals, No. 449)",Elizabeth Mayne,1999,Harlequin,0.0
260233,0373291078,Conqueror (Knights Of The Black Rose) (Knights of the Black Rose),Shari Anton,2000,Harlequin,0.0
260234,0373302118,"Buccaneer Bride (Harlequin Historical, No 11)",Kate Buchan,1986,Harlequin,0.0
260235,0373510128,"Playing The Odds  #12 (Nora Roberts : Language of Love, No 12)",Nora Roberts,1992,Silhouette,0.0
260236,0373510411,"Risky Business (Language Of Love #41) (Nora Roberts-Language of Love, No 41)",Nora Roberts,1994,Silhouette,0.0
260237,0373614608,"Ultimate Game  (Super Bolan #60) (Superbolan , No 60)",Don Pendleton,1998,Gold Eagle,0.0
260238,0373614756,Evil Alliance (Superbolan),Don Pendleton,2000,Gold Eagle,0.0
260239,0373614810,Mack Bolan: Deep Treachery,Don Pendleton,2001,Gold Eagle,0.0
260240,0373614837,Mack Bolan: Sworn Enemies,Don Pendleton,2002,Gold Eagle,0.0
260241,0373619073,"Perishing Game (Stony Man #23) (Stony Man , No 23)",Don Pendleton,1996,Gold Eagle,0.0
260242,0373625367,"Skydark (Deathlands #36) (Deathlands , No 36)",James Axler,1997,Gold Eagle,0.0
260243,0373632061,Frenchman  (Hatchet #3) (Hatchet Book 3),Knox Gordon,1992,Gold Eagle,0.0
260244,0373632223,"Feast Or Famine (Destroyer #107) (The Destroyer , No 107)",Warren Murphy,1997,Gold Eagle,0.0
260245,0373638086,"Deep Trek (Earthblood #2) (Earthblood, No 2)",James Axler,1994,Gold Eagle,0.0
260246,0373704569,"Gun-Shy (Harlequin Superromance, No 456)",Sandra James,1991,Harlequin,0.0
260247,0373705417,"Cradle Of Dreams (Harlequin Superromance, No 70541)",Janice Kaiser,1993,Harlequin,0.0
260248,037370982X,"Rodeo! (Harlequin Superromance, No 982)",Roxanne Rustand,2001,Harlequin,0.0
260249,037376054X,"Lovers Only (Silhouette Desire, No 1054)",Christine Pacheco,1997,Silhouette,0.0
260250,0373762496,"Heart Of Texas (Man Of The Month/Man Of The Month Anniversary) (Silhouette Desire, 1249)",Mary Lynn Baxter,1999,Silhouette,0.0
260251,037376314X,"One Snowbound Weekend... (Desire, 1314)",Christy Lockhart,2000,Silhouette,0.0
260252,0373763190,"Lady With A Past (Desire, 1319)",Ryanne Corey,2000,Silhouette,0.0
260253,0373763220,"Rancher'S Proposition (Body &amp; Soul) (Desire, 1322)",Anne Marie Winston,2000,Silhouette,0.0
260254,0373810385,Stark Lightning  (Men At Work) (Men at Work),Elaine Barbieri,1999,Harlequin,0.0
260255,037383327X,Love'S Choices,David P. Jordan,1996,Harlequin,0.0
260256,0373880359,"Just Like Jessica (Crosswinds, No 35)",Judith Blackwell,1988,Harlequin,0.0
260257,0374183899,Last Lovers,William Wharton,1991,Farrar Straus Giroux,0.0
260258,0374311900,Cat and Mouse in the Night (Cat and Mouse),Tomek Bogacki,1998,"Farrar, Straus and Giroux (BYR)",0.0
260259,0374413398,Coming About (Aerial Fiction),Bruce Clements,1993,Farrar Straus &amp; Giroux (J),0.0
