,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
120090,0061054232,Quarantine,Greg Egan,1995,Eos,4.222222222222222
120091,0571198775,Wit : A Play,Margaret Edson,1999,Faber &amp; Faber,6.0
120092,0399141340,Chance,Robert B. Parker,1996,Putnam Pub Group,2.3333333333333335
120093,0060179376,City of Gold,Len Deighton,1992,Harpercollins,4.333333333333333
120094,0373251750,"Up In Arms (Harlequin Temptation, No 75)",Lynn Turner,1985,Harlequin,0.0
120095,8401385261,CaÃ­dos del cielo (Ave fÃ©nix),Ray Loriga,1995,Plaza &amp; JanÃ©s,0.0
120096,0863698735,Femme Fatales: True Stories of the Most Vicious Women on Death Row,Tom Kuncl,1995,Virgin Books,8.5
120097,0330310658,Encyclopaedia of Modern Murder,Colin Wilson,1989,Pan Macmillan,10.0
120098,0394757793,"The Peopling of British North America: An Introduction (Curti Lectures, 1985.)",Bernard Bailyn,1988,Vintage Books USA,3.5
120099,0935312560,Swastika Night,Katharine Burdekin,1985,Consortium Book Sales &amp; Dist,2.0
120100,0330392964,Lizzie/Indian Summer Duo (T Fisher),Brindley Louise,1999,Pan Macmillan,0.0
120101,0674004582,Forces of Habit: Drugs and the Making of the Modern World,David T. Courtwright,2001,Harvard University Press,0.0
120102,0732908531,Too good to be true: Inside the corrupt world of Christopher Skase,Lawrence Van der Plaat,1996,Macmillan,0.0
120103,0375507280,The Life and Times of the Last Kid Picked,David Benjamin,2002,Random House,2.0
120104,0060083247,"Ties That Bind (Margolin, Phillip)",Phillip Margolin,2003,HarperCollins,0.0
120105,0830819711,Too Busy Not to Pray: Slowing Down to Be With God : Including Questions for Reflection and Discussion,Bill Hybels,1998,InterVarsity Press,0.0
120106,0446519634,Double Image,David Morrell,1998,Warner Books,2.6
120107,156138626X,Palm Reading: A Little Guide to Life's Secrets,Dennis Fairchild,1995,Running Press Book Publishers,7.5
120108,0028615956,The Complete Idiot's Guide to Buying and Selling Collectibles (Complete Idiots Guide),Laurie Rozakis,1997,Macmillan Distribution,0.0
120109,0684832933,Tell Newt to Shut Up : Prize-Winning Washington Post Journalists Reveal How Reality Gagged the Gingrich Revolution,David Maraniss,1996,Touchstone Books,0.0
120110,074322907X,Temporary Sanity : A Crime Novel,Rose Connors,2003,Scribner,4.5
120111,0394534115,Forest of a Thousand Daemons: A Hunter's Saga,Daniel Orowole Fagunwa,1983,Random House Inc,0.0
120112,0836217438,I Gave at the Office (A Sally Forth Collection),Greg Howard,1994,Andrews McMeel Publishing,0.0
120113,0374235333,The Poetical Cat: An Anthology,Felicity Bast,1995,Farrar Straus Giroux,0.0
120114,0553099663,Beyond the Darkness: My Near-Death Journey to the Edge of Hell,Angie Fenimore,1995,Bantam Dell Pub Group,3.0
120115,0684824663,LETTERS TO A YOUNG VICTIM : Hope and Healing in America's Inner Cities (Free Press Paperbacks),Armstrong Williams,1996,Scribner Paper Fiction,0.0
120116,039913607X,Prayer for the Dead,David Wiltse,1991,Putnam Pub Group,0.0
120117,0684814293,CARROT TOPS JUNK IN THE TRUNK : Some Assembly Required (Carot Top),Scott Thompson,1996,Fireside,0.0
120118,067189935X,JULIP,Jim Harrison,1995,Washington Square Press,0.0
120119,8475775616,Dilbert 1. Aplace Siempre Sus Reuniones,Scott Adams,1998,"Ediciones Granica, S.A.",4.666666666666667
120120,8473397371,Teatro (Obras),Federico GarcÃ­a Lorca,1985,Akal,5.0
120121,0440435013,The Mystery of Hermit Dan,PEGGY PARISH,1981,Yearling,0.0
120122,8420636266,Alicia En El Pais de Las Maravillas,Lewis Carroll,1998,Alianza,0.0
120123,8423972062,"Cyrano De Bergerac (Coleccion Austral (1987), 206.)",Edmond Rostand,1998,"Espasa Calpe Mexicana, S.A.",6.5
120124,0806931701,Knitting The New Classics: 60 Exquisite Sweaters From The Studios Of Classic Elite,Kristin Nicholas,1998,Sterling Publishing,0.0
120125,8401450780,"Formulas de Peter, Las",Lawrence Peter,1991,"Plaza &amp; Janes Editores, S.A.",5.0
120126,1558598901,Women Artists : The National Museum of Women in the Arts (Tiny Folio),Susan Fisher Sterling,1995,Client Distribution Services,0.0
120127,0446606642,Rhode Island Red (Nanette Hayes Mysteries),Charlotte Carter,1999,Warner Books,2.0
120128,0380725274,"The Stronger Women Get, the More Men Love Football: Sexism and the American Culture of Sports",Mariah Burton Nelson,1995,Quill,0.0
120129,0130623326,A basic history of art,H. W Janson,1987,Abrams,0.0
120130,3453116755,Das Urteil.,John T. Lescroart,1997,Heyne,3.0
120131,0312077599,"One More Saturday Night: Reflections With the Grateful Dead, Dead Family, and Dead Heads",Sandy Troy,1992,St. Martin's Press,5.5
120132,0385199643,Dancing on My Grave: An Autobiography,Gelsey Kirkland,1986,Bantam Dell Pub Group,2.0
120133,0373292597,The Notorious Marriage,Nicola Cornick,2003,Harlequin,0.0
120134,0373292619,"Blissful, Texas",Liz Ireland,2003,Harlequin,0.0
120135,0373292627,Winning Jenna's Heart,Charlene Sands,2003,Harlequin,0.0
120136,0374528039,The Complete Claudine : Claudine at School; Claudine in Paris; Claudine Married; Claudine and Annie,Antonia White,2001,"Farrar, Straus and Giroux",0.0
120137,0973047305,Slide,Matteson,2002,Hushion House Publishing Ltd.,9.166666666666666
120138,0684853388,"The Collected Works of W.B. Yeats Vol. III: Autobiographies (Collected Works of W.B. Yeats, Vol 3)",William Butler Yeats,1999,Scribner,5.0
120139,0718145305,"Under the duvet: Notes on high heels, movie deals, wagon wheels, shoes, reviews, having the blues, builders, babies, families, and other calamities",Marian Keyes,2001,Michael Joseph,5.0
120140,8508064624,O cÃ£o da meia-noite: Contos,Marcos Rey,1997,Editora Atica,10.0
120141,0805033173,How to Want What You Have: Discovering the Magic and Grandeur of Ordinary Existence,Timothy Miller Ph.D.,1994,Henry Holt &amp; Co,0.0
120142,0572019793,The Complete Book of Word Games &amp; Word Play,Ken Russell,1995,Foulsham,4.0
120143,0099094800,The lair of the white worm,Bram Stoker,1974,Arrow Books,0.0
120144,0586070486,Falling Apart,Nicholas Salaman,1987,HarperCollins Publishers,4.5
120145,3442443806,Die StÃ?Â¶renfrieds. Geschichten von Leo und Paulina.,Amelie Fried,1999,Goldmann,4.75
120146,0880222433,Using 1-2-3,Geoffrey T LeBlond,1985,Que,0.0
120147,3596258669,Den Wolf umarmen. Autobiographie.,Luise Rinser,1984,"Fischer (Tb.), Frankfurt",4.0
120148,3499150654,Nebenwirkungen. Seine neuen Stories.,Woody Allen,1997,Rowohlt Tb.,3.0
120149,0312953259,Wyatt Earp,Matt Braun,1996,St. Martin's Press,4.666666666666667
120150,3499145464,Beale Street Blues.,James Baldwin,1980,Rowohlt Tb.,5.0
120151,3404641868,"Huren, Henker, Hugenotten. Das Leben in London um 1700.",Maureen Waller,2002,LÃ?Â¼bbe,5.0
120152,038507171X,Writings of the Young Marx on Philosophy &amp; Society,Karl Marx,1983,Doubleday Books,0.0
120153,0078811961,Advanced dBase III: Programming &amp; techniques,Miriam Liskin,1986,Osborne McGraw-Hill,6.0
120154,3404126343,Die Krone der Welt.,Peter Berling,1997,LÃ?Â¼bbe,8.0
120155,8420444367,Agu Trot [spanish edition],Roald Dahl,1998,"Alfaguara Ediciones, S.A. (Spain)",4.5
120156,8433908200,La Informacion,Martin Amis,1996,Anagrama,3.0
120157,0713422831,Collecting and polishing stones,Herbert Scarfe,1970,Batsford,5.0
120158,8437616972,Al Faro,Virginia Woolf,1999,Ediciones Catedra S.A.,2.3333333333333335
120159,847888601X,El Ultimo Encuentro (Narrativa),Sandor Marai,2001,Salamandra,0.0
120160,8478093036,Aprenent de detectiu (Columna jove),Jaume MaciÃ ,1991,Columna Edicions,7.0
120161,0552136476,Wilderness Moon,Penelope Lucas,1992,Transworld Publishers Ltd,6.0
120162,0451406834,Coyote Woman,Judith Redman Robbins,1996,Onyx Books,3.5
120163,0553380982,Once Removed,MAKO YOSHIKAWA,2004,Bantam,10.0
120164,0805068872,The Stars Can Wait: A Novel,Jay Basu,2002,Henry Holt &amp; Company,1.6
120165,0688116159,We Heard the Angels of Madness,Lisa &amp; Diane Berger,1992,Perennial Currents,7.0
120166,0330480081,Jenny Dale's Puppy Patrol 32: Digger's Treasure (Jenny Dale's Puppy Patrol),Jenny Dale,2001,Pan Macmillan,8.0
120167,0060553588,You've got to read this: Contemporary American writers introduce stories that held them in awe,Ron Hansen,1994,HarperPerennial,0.0
120168,0340193212,Fawn: The first year in the life of a red deer in New Zealand,Philip Holden,1976,Hodder &amp; Stoughton,9.0
120169,0744554160,The Adventures Pete and Mary Kate (Storybooks),Martin Waddell,1998,Walker Books,8.0
120170,0340726822,Home Farm Twins Smoky the Mystery (Home Farm Twins S.),Oldfield,1999,Trafalgar Square Books,0.0
120171,0807047198,Wealth and Our Commonwealth: Why America Should Tax Accumulated Fortunes,"William H., Sr. Gates",2004,Beacon Press,9.0
120172,0679727922,Cole Porter: A Biography,William McBrien,2000,Vintage Books USA,5.666666666666667
120173,0671034707,'N SYNC: TEARIN' UP THE CHARTS,Matt Netter,1998,Simon Spotlight Entertainment,0.0
120174,0842319891,Just Like Ice Cream,Lissa Hall Johnson,1995,Tyndale House Pub,0.0
120175,0671702440,STEPSISTER (FEAR STREET ) : STEPSISTER,R.L. Stine,1990,Simon Pulse,1.5384615384615385
120176,0671674641,MYSTERY TRAIN (NANCY DREW HARDY BOY SUPERMYSTERY 8) : MYSTERY TRAIN,Carolyn Keene,1990,Simon Pulse,2.3333333333333335
120177,074323846X,Beauty Queen Blowout : Miss Adventure #2,Lilla Zuckerman,2003,Fireside,4.333333333333333
120178,1879181088,Sexual Peace: Beyond the Dominator Virus,Michael Sky,1993,Inner Traditions,0.0
120179,0130169242,The Pageant of World History,Not Available,1994,Pearson Learning,5.0
120180,1576738868,"True Devotion (Uncommon Heroes, Book 1)",Dee Henderson,2002,Multnomah Publishers,3.0
120181,0879014857,Exploring Psychology,Myers,1993,Worth Publishing,0.0
120182,0345291417,Nor crystal tears,Alan Dean Foster,1982,Ballantine,0.0
120183,038547136X,Light of the Feather: A Teacher's Journey into Native American Classrooms and Culture,Mick Fedullo,1993,Anchor,7.0
120184,1561342483,Taking Sides: Clashing Views on Controversial Moral Issues,Stephen Satris,1994,McGraw Hill College Div,6.0
120185,1932270183,The Keanu Matrix: Unraveling the Puzzle of Hollywood's Reluctant Superstar,J.J. Goodrich,2003,AMI Books,0.0
120186,0446673137,The Fat Free Living Super Cookbook,Jyl Steinback,1997,Warner Books,2.5
120187,0670896950,Red Heart,Victor Kelleher,0,Penguin Books Australia Ltd,6.5
120188,0394830180,Richard Scarry's Best Rainy Day Book Ever: More Than 500 Things to Color and Make.,Richard Scarry,1974,Random House Children's Books,5.0
120189,0671685198,EVENING STAR,Larry McMurtry,1992,Simon &amp; Schuster,1.2
120190,0671721879,The Planet Pirates,Anne McCaffrey,2002,Baen,0.0
120191,0440591163,Time After Time,Allen Appel,1987,Dell Publishing Company,7.0
120192,0886777682,Sword and Sorceress (No 15),Marion Zimmer Bradley,1998,Daw Books,4.0
120193,1901072150,Freaky,Emilia Di Girolamo,1999,Pulp Books,10.0
120194,0060938269,No Borders : A Journalist's Search for Home,Jorge Ramos,2003,Rayo,0.0
120195,2264035870,Bonjour Jeeves,P.G. Wodehouse,2002,Editions 10/18,4.0
120196,0670803057,Not wanted on the voyage,Timothy Findley,1984,Viking,3.0
120197,2010083040,La case de l'oncle Tom,Harriet Beecher Stowe,1982,Hachette LittÃ?Â©rature,0.0
120198,2070513416,Le petit Nicolas a des ennuis,Goscinny Sempe,2001,Gallimard Jeunesse,2.0
120199,0316103756,Letters from the country,Marsha Boulton,1995,"Little, Brown and Co",5.666666666666667
120200,2070364585,Le Fils de la servante,August Strindberg,2001,Gallimard,0.0
120201,2867269180,"Mille ans de contes : ThÃ?Â©Ã?Â¢tre, tome 1",Sourine,1993,Milan,10.0
120202,2283017157,"Cycle de Pendragon. 1, Taliesin",Stephen Lawhead,1997,Buchet Chastel,9.0
120203,2283017165,"Cycle de Pendragon. 2, Merlin",Stephen Lawhead,1997,Buchet Chastel,0.0
120204,2702017355,"Le Cycle de Pendragon, tome 3 : Arthur",Stephen Lawhead,2000,Buchet Chastel,9.0
120205,2283017378,Cycle de Pendragon. 4,Stephen Lawhead,1997,Buchet Chastel,9.0
120206,2283017823,Graal 5 (le),Lawhead,1999,Buchet Chastel,9.0
120207,2226131566,Mauvais frÃ?Â¨re,Maud Tabachnik,2002,Albin Michel,4.0
120208,2869675739,Le Guide du jeune couple,Goupil,1996,Vents d'Ouest,6.0
120209,2869678371,Le guide de l'amour en BD!,Jacky Goupil,1999,Vents d'Ouest,0.0
120210,2226081518,Les allumettes suÃ?Â©doises,Robert Sabatier,1997,Albin Michel,0.0
120211,2020197227,La reine et moi,Sue Townsend,1999,Seuil,9.0
120212,2253143707,"L'Equarissage pour tous, suivi de \SÃ?Â©rie blÃ?Âªme et tÃ?Âªte de mÃ?Â©duse\""""",Boris Vian,1998,LGF,0.0
120213,2253147648,L'Ã?Â©trange cas du Dr Jekyll et de Mr Hyde,Robert Louis Stevenson,1999,LGF,8.0
120214,2266082833,Histoire du chevalier Des Grieux et de Manon Lescaut,abbÃ?Â© PrÃ?Â©vost,1998,Pocket,2.3333333333333335
120215,2070411214,La mare au diable,George Sand,1999,Gallimard,0.0
120216,2070413764,La Petite Fadette,George Sand,2000,Gallimard,8.0
120217,0425197409,The Teeth of the Tiger,Tom Clancy,2004,Berkley Publishing Group,2.6666666666666665
120218,2221078047,DerriÃ¨re la porte,Alina Reyes,1994,R. Laffont,8.0
120219,2203142278,Les derniers gÃ?Â©ants,FranÃ?Â§ois Place,1993,Casterman,0.0
120220,2020181614,Le Patient Anglais - L'Homme Flambe - The English Patient,Michael Ondaatje,1997,Distribooks Inc,2.5
120221,2070415333,Aux Fruits de la Passion / With the Fruits of Passion,Daniel Pennac,2000,Gallimard Jeunesse,8.25
120222,2290301388,Les Saintes ChÃ?Â©ries,Nicole de Buron,1999,J'ai lu,4.0
120223,2290114812,Dix jours de rÃ?Âªve,Nicole de Buron,2000,J'ai lu,8.0
120224,2290210315,Vas-y maman,Nicole de Buron,1999,J'ai lu,2.6666666666666665
120225,0679882642,"The Maze (Dinotopia, Book 8)",PETER DAVID,1998,Random House Books for Young Readers,9.0
120226,2038717192,Ruy Blas,Victor Hugo,2000,Larousse,8.0
120227,067988095X,Sabertooth Mountain (Dinotopia),JOHN VORNHOLT,1996,Random House Books for Young Readers,9.0
120228,2070360016,LA Condition Humaine,Malraux,1999,Schoenhofs Foreign Books,4.25
120229,2221047915,Mayrig: RÃ©cit,Henri Verneuil,1985,R. Laffont,8.5
120230,0679869840,"Hatchling (Dinotopia, No 3)",Midori Snyder,1995,Random House Children's Books,5.666666666666667
120231,2070416852,Autobiographie D'UN Amour,Alexandre Jardin,2002,Distribooks Inc,3.5
120232,0679869824,River Quest (Dinotopia),JOHN VORNHOLT,1995,Random House Books for Young Readers,4.5
120233,2070551873,Le Horla et autres nouvelles fantastiques,Guy de Maupassant,2003,Gallimard Jeunesse,8.0
120234,2290309303,Cause cÃ?Â©leb',Helen Fielding,2001,J'ai lu,7.5
120235,2290329444,"Le Secret de Ji, tome 2",Pierre Grimbert,2003,J'ai lu,8.0
120236,0385335997,Voyager,DIANA GABALDON,2001,Delta,7.0
120237,2290328383,"Le Secret de Ji, tome 1",Pierre Grimbert,2003,J'ai lu,8.0
120238,2070389588,Le Petit Sauvage,Alexandre Jardin,0,Gallimard French,9.0
120239,2012355552,La plage,Alex Garland,2000,Hachette LittÃ?Â©rature,9.0
120240,2856166296,Le mirador: MÃ©moires rÃªvÃ©s,Elisabeth Gille,1992,Presses de la Renaissance,9.0
120241,225302418X,Le cahier vole,Deforges Regine,1980,LGF,5.0
120242,2253045063,Pour l'amour de Marie Salat,RÃ?Â©gine Deforges,2003,LGF,0.0
120243,2253032794,Enfants De Blanche,Regine Deforges,0,Livre De Poche French,0.0
120244,2253021113,Blanche Et Lucie,Regine Deforges,0,Livre De Poche French,0.0
120245,225303049X,Contes pervers,Deforges Regine,1982,LGF,8.0
120246,0375726616,Sam the Cat and Other Stories (Vintage Contemporaries (Paperback)),Matthew Klam,2001,Vintage Books USA,1.5
120247,225302726X,Lola et quelques autres,Deforges Regine,1981,LGF,8.0
120248,2253005231,Sido,Colette,1973,Continental Book Co Inc,9.0
120249,2070401588,Dialogue De Betes,Colette,0,Messageries du Livre,3.5
120250,2080702181,Le Ble En Herbe,Collette,1969,Distribooks Inc,4.0
120251,2266075829,Lila Dit Ca,Chimo,0,Pocket,5.75
120252,0060153970,Dunn's Conundrum,Stan Lee,1985,Harpercollins,2.5
120253,226403145X,Illuminations et nuits blanches,Carson McCullers,2001,Editions 10/18,8.0
120254,051770434X,The Way of the Wizard: Twenty Spiritual Lessons for Creating the Life You Want,Deepak Chopra,1996,Harmony,2.727272727272727
120255,2234053420,La Ballade du cafÃ?Â© triste,Carson Mc Cullers,2001,Stock,9.0
120256,229000006X,Chiens perdus sans collier,Gilbert Cesbron,1999,J'ai lu,4.5
120257,2070370372,La Ferme africaine,Karen Blixen,1978,Gallimard,6.25
120258,226610862X,La maison des enfants,Boissard,2001,Pocket,0.0
120259,2253058203,La trahison des dieux,Marion Zimmer Bradley,1991,LGF,4.0
120260,2253139971,La colline du dernier adieu,Marion Zimmer Bradley,1996,LGF,8.0
120261,2253145068,"Les dames du Lac, tome 3 : Le secret d'Avalon",Marion Zimmer Bradley,1998,LGF,4.25
120262,0440331420,Great Russian Short Stories,Norris Houghton,1990,Dell Publishing Company,6.5
120263,2020235498,"Adrian Mole, 23 ans 3/4 : les annÃ?Â©es galÃ?Â¨re",Sue Townsend,1997,Seuil,4.5
120264,229005397X,Mauvaises frÃ?Â©quentations,Alain Layrac,1999,J'ai lu,0.0
