,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
180038,0523420161,Eppie: The Story of Ann Landers,Margo Howard,1983,Pinnacle Books,0.0
180039,0448411474,Our New Baby (All Aboard Book),Wendy Cheyette Lewison,1996,Grosset &amp; Dunlap,7.0
180040,0307100189,The Easter Book (Super Shape),Jean Miller,1994,Golden Books,4.0
180041,1583225382,Israel/Palestine: How to End the War of 1948,Tanya Reinhart,2002,Seven Stories Press,8.0
180042,0553215027,Gold in Her Hair,Anne Neville,1981,Bantam Books,0.0
180043,3746618231,Die Kinder vom Arbat.,Anatolij Rybakow,2002,Aufbau Tb,0.0
180044,0140378189,"The Gingerbread Boy (Puffin Easy-to-Read, Level 2)",Harriet Ziefert,1995,Puffin Books,9.0
180045,1893956385,War on Iraq: What Team Bush Doesn't Want You to Know,William Rivers Pitt,2002,Context Books,7.0
180046,3518390511,Ulysses.,James Joyce,1996,Suhrkamp,0.0
180047,0590769855,Old Macdonald (Bunny Reads Back Series),Rosemary Wells,1998,Scholastic,9.0
180048,0516041304,New Jersey (Enchantment Amer),John Allan Carpenter,1979,Children's Press (CT),0.0
180049,0590319817,Nancy and Nick,Caroline B. Cooney,1982,Scholastic Paperbacks (Mm),0.0
180050,0394743962,Roadfood and Goodfood: Jane and Michael Stern's Coast-To-Coast Restaurant Guides,Jane Stern,1986,Alfred A. Knopf,0.0
180051,3928678507,Lyrisches Eroticon: Sechsundvierzig galante Gedichte,Arno Reinfrank,1999,Chemnitzer Verlag,8.0
180052,0882710990,Life of Jesus,Louis Savary,1985,Regina Press Malhame &amp; Company,9.0
180053,0373287534,"Promises To Keep (Harlequin Historical, No 153)",Nina Beaumont,1992,Harlequin,0.0
180054,053102587X,"Girls Can, Too! a Book of Poems.: A Book of Poems",Lee Bennett Hopkins,1973,Scholastic Library Pub,6.0
180055,3257213816,Mord im Labyrinth.,Robert van Gulik,2000,Diogenes Verlag,3.5
180056,0307128474,The Pagemaster (Golden Look-Look Books),Parker Smith,1994,Golden Books,4.5
180057,096247455X,A Short History of Financial Euphoria: Financial Genius is Before the Fall,John Kenneth Galbraith,1990,Whittle Direct Books,0.0
180058,0373171722,Wilder'S Wilderness,MacGregor,1994,Harlequin,0.0
180059,3442443393,"London, London.",Geoff Nicholson,2001,Goldmann,6.0
180060,0192721402,Gregory's Garden,William Stobbs,1984,Oxford Univ Pr,6.0
180061,043939628X,The Emperor Lays An Egg,Brenda Z. Guiberson,2003,Scholastic Inc.,10.0
180062,0590452207,You Come Too,Robert Frost,0,Scholastic Inc,2.3333333333333335
180063,0553093932,Heavy Weather,Bruce Sterling,1994,Bantam Dell Pub Group,8.0
180064,3406447546,Die Habsburger. Dynastie und Kaiserreiche.,Heinz-Dieter Heimann,2001,C.H.Beck,0.0
180065,0786831766,Pooh's Wishing Star (Winnie the Pooh),Bruce Talkington,1998,Disney Press,8.0
180066,3404119215,Der Sumpf. Roman.,John Katzenbach,1995,LÃ?Â¼bbe,2.0
180067,0679880720,Thomas the Tank Engine's Big Lift-And-Look Book (Great Big Flap Books),"W., Rev. Awdry",1996,Random House Children's Books,9.0
180068,3442727529,Der einsame MÃ?Â¶rder.,Matti YriÃ?Â¤nÃ?Â¤ Joensuu,2001,btb,8.0
180069,3404128877,Brennender Traum.,Patricia Shaw,1998,LÃ?Â¼bbe,0.0
180070,0746041152,Moving House (First Experiences),Anne Civardi,2001,E.D.C. Publishing,9.0
180071,0671724126,ANASTASIA SYNDROME (EXPORT),Mary Higgins Clark,1990,Pocket,8.0
180072,1562823736,Hocus Pocus : Junior Novelization (Junior Novel Series),DISNEY PRESS,1993,Disney Press,0.0
180073,3596127211,Fast ein Heiliger.,Anne Tyler,1995,"Fischer (Tb.), Frankfurt",0.0
180074,3293202411,Miramar.,Nagib Machfus,2002,Unionsverlag,0.0
180075,0688115071,"You'll Soon Grow into Them, Titch",Pat Hutchins,1992,HarperTrophy,9.0
180076,3293202403,Herbst der ChimÃ?Â¤ren. Dritter Band der Commissaire- Llob- Trilogie.,Yasmina Khadra,2002,Unionsverlag,7.0
180077,0553024949,The memoirs of a survivor,Doris May Lessing,1976,Bantam Books,2.5
180078,0449143589,The Voyagers,Vivian Lord,1982,Fawcett Books,7.0
180079,0140380000,"Later, Rover (Puffin Easy-To-Read)",Harriet Ziefert,1996,Puffin Books,9.0
180080,081672816X,The Princess Who Lost Her Hair: An Akamba Legend (Legends of the World),Tololwa M. Mollel,1993,Troll Communications,10.0
180081,3442424488,Fieber.,Robin Cook,1994,Goldmann,10.0
180082,0380699370,Murder and the First Lady (An Eleanor Roosevelt Mystery),Elliott Roosevelt,1992,Harper Mass Market Paperbacks (Mm),2.0
180083,1556154704,Concise Guide to Microsoft Windows 3.1,Kris Jamsa,1992,Microsoft Pr,5.0
180084,0688087434,Don't Forget the Bacon!,Pat Hutchins,1989,HarperTrophy,10.0
180085,0679424075,The Deus Machine: A Novel,Pierre Ouellette,1994,Random House Inc,4.0
180086,0590471473,The  Matzah That Papa Brought Home (Passover Titles),Fran Manushkin,2001,Scholastic,10.0
180087,0840762305,"Sleep, our unknown life",Richard Deming,1972,T. Nelson,0.0
180088,0672315335,Sams Teach Yourself Visual Basic 6 in 24 Hours (Sams Teach Yourself in 24 Hours),Greg Perry,1999,Sams,7.0
180089,0307301265,The Emperor's New Clothes,Golden Books Staff,1995,Golden Books,4.5
180090,0785333975,"Animal Songs (Little People, First Play-a-Song)",Carolyn Bracken,1999,Publications International,8.0
180091,3404257030,Die elfte Plage.,John S. Marr,2001,LÃ?Â¼bbe,0.0
180092,0030686792,Red and the Pumpkins,Jocelyn Stevenson,1983,Henry Holt &amp; Co (J),8.0
180093,0811209822,The German Lesson,Siegfried Lenz,1986,New Directions Publishing Corporation,7.0
180094,0394884663,The Snowman,Raymond Briggs,1987,Random House Children's Books,2.3333333333333335
180095,0689118317,COLD KILL,Jack Olsen,1987,Scribner,0.0
180096,0590109723,Comet's Nine Lives,Jan Brett,1997,Scholastic,10.0
180097,0786882476,Think Yourself Thin : The Visualization Technique That Will Make You Lose Weight,Debbie Johnson,1997,Hyperion,0.0
180098,3404137159,Eiszeit.,Dean Koontz,1996,LÃ?Â¼bbe,7.0
180099,073641150X,Pooh's Leaf Pile (A Winnie the Pooh First Reader),Isabel Gaines,1999,Disney Press,5.0
180100,1580050638,Nervous Conditions 3 Ed,Tsitsi Dangarembga,2002,Seal Press (WA),5.0
180101,1864501863,Lonely Planet Central America on a Shoestring (Lonely Planet Central America on a Shoestring),David Zingarelli,2001,Lonely Planet Publications,0.0
180102,0810945681,The Water Hole,Graeme Base,2001,Harry N Abrams,10.0
180103,0440925304,Fighting over Me,Marjorie Weinman Sharmat,1986,Laurel-Leaf Books,0.0
180104,0440215196,Old Silent,Martha Grimes,1993,Dell Publishing Company,8.0
180105,0671813811,ISLE OF DOLPHINS (Kangaroo Book),Janet L. Roberts,1978,Pocket,0.0
180106,0307127397,"Peekaboo, Eeyore! (A shaped little nugget book)",Ronne Randall,1997,Random House Childrens Books,7.0
180107,0312958145,"Jordan: The Man, His Words, His Life",Mitchell Krugel,1995,St. Martin's Press,0.0
180108,3257203373,Ashenden oder Der britische Geheimagent. ErzÃ?Â¤hlungen.,W. Somerset Maugham,2003,Diogenes Verlag,0.0
180109,0786834293,The Little Mermaid (Disney's the Little Mermaid),Anne Lynn,2002,Disney Press,6.0
180110,0373033370,"Only Solution (Harlequin Romance, No 3337)",Fern Michaels,1994,Harlequin,0.0
180111,0760703558,Santa Mouse,Michael Brown,1996,Barnes &amp; Noble,5.0
180112,0671636715,DECEPTIONS,Judith Michael,1987,Pocket,2.3333333333333335
180113,3548241344,Trauma.,Ken McClure,1997,Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas,0.0
180114,0689809026,"Honesty: Zach's Tall Tale (Adventures from the Book of Virtues, No 1)",Shelagh Canning,1996,Simon Spotlight,0.0
180115,0816728127,Spider and the Sky God: An Akan Legend (Legends of the World),Deborah M. Newton Chocolate,1992,Troll Communications,0.0
180116,1930900244,The Brothers Lionheart,Astrid Lindgren,2004,Purple House Press,9.0
180117,0439249538,The Mitten Tree,Candace Christiansen,1997,"Scholastic, Inc.",4.0
180118,3789122424,Timm Thaler oder Das verkaufte Lachen. ( Ab 12 J.).,James KrÃ?Â¼ss,1979,Oetinger,0.0
180119,0688093566,Building a House,Byron Barton,1990,HarperTrophy,10.0
180120,0140502114,Arrow to the Sun: A Pueblo Indian Tale (Picture Puffin),Gerald McDermott,1977,Puffin Books,2.5714285714285716
180121,3785708556,Der dritte Zwilling.,Ken Follett,1997,LÃ?Â¼bbe,5.0
180122,0060081600,The Night Before Christmas (rpkg),Clement C. Moore,2003,HarperCollins,6.666666666666667
180123,0789415143,My First Word Board Book (My First Word Books),Angela Wilkes,1997,Disney Press,2.0
180124,0440484618,Something Queer at the Haunted School (Yearling Book),Elizabeth Levy,1983,Yearling Books,4.0
180125,0736647325,About A Boy,Nick Hornby,1999,"Books on Tape, Inc.",7.0
180126,0452284287,Carnival Undercover,Bret Witter,2003,Plume Books,0.0
180127,1885211775,Food: A Taste of the Road (Travelers' Tales Guides),Richard Sterling,2002,Travelers' Tales Guides,4.0
180128,0689830149,The Cheerios Animal Play Book (Cheerios Play Book),Lee Wade,1999,Little Simon,6.666666666666667
180129,0064420817,Christmas Stories (Little House Chapter Book),Laura Ingalls Wilder,1998,HarperTrophy,10.0
180130,3404120345,Der Fluch der Sphinx. Roman.,Robin Cook,1994,LÃ?Â¼bbe,0.0
180131,0380802147,"Ben's in Love (Making Out , No 4)",Katherine Applegate,1998,Avon Books,3.0
180132,3442150779,Jagd unter Wasser. Die wahre Geschichte der U- Boot- Spionage.,Sherry Sontag,2001,Goldmann,0.0
180133,0452282349,Star Tunes: Celebrities Reveal the Top Ten Albums They Can't Live Without,Michael Friedman,2001,Plume Books,3.0
180134,0679773274,Dance for the Dead,Thomas Perry,1996,Random House Inc,7.0
180135,0451186338,A Hidden Cause of Murder,C.J. Roe,1996,Signet Book,7.0
180136,3150006422,Das Nibelungenlied,Ursula Schultzw,0,"Philipp Reclam, Jun Verlag GmbH",0.0
180137,3492222749,Palast der blauen Delphine. Ein Roman aus dem alten Kreta.,Brigitte Riebe,1996,Piper,2.3333333333333335
180138,0451522958,Black Beauty,Anna Sewell,1986,Signet Book,0.0
180139,0340605308,The Royal Guest,Tohby Riddle,0,Hodder Headline Australia,9.0
180140,3150064317,Tristan,Thomas Mann,0,"Philipp Reclam, Jun Verlag GmbH",3.0
180141,0440226392,Brazen Temptress,Elizabeth Boyle,1999,Dell Publishing Company,3.5
180142,0060518421,Going for the Gold: Sarah Hughes: America's Sweetheart,R. S. Ashby,2002,Avon,8.0
180143,0373073127,"Mistress Of Foxgrove (Harlequin Intimate Moments, No 312)",Lee Magner,1989,Silhouette,0.0
180144,0140375015,"Ice Skating: An Inside Look at the Stars, the Sport, and the Spectacle",Dan Gutman,1997,Puffin Books,5.0
180145,059093970X,It Came from the Cafeteria,Peter Lerangis,1996,Scholastic,2.5
180146,0836237080,Landing on My Feet: A Diary of Dreams,Kerri Strug,1997,Andrews McMeel Pub,3.0
180147,0330273493,I took my harp to a party (Picador fiction),Alexandra Long,1993,Pan Macmillan Publishers Australia,0.0
180148,1575660369,Local Knowledge,Conor Daly,1996,Kensington Publishing Corporation,7.0
180149,0802787282,"Dear Mrs. Ryan, You're Ruining My Life",Jennifer B. Jones,2000,Walker &amp; Company,0.0
180150,0749306629,Charity Ends at Home (The Flaxborough Novels),Colin Watson,1991,Mandarin,0.0
180151,0142000957,Killing Pablo: The Hunt for the World's Greatest Outlaw,Mark Bowden,2002,Penguin Books,2.4
180152,0553251902,Night She Died -Op/67,Dorothy Simpson,1985,Bantam Books,8.0
180153,0749310456,Body and Soul,Marcelle Bernstein,1992,Arrow (A Division of Random House Group),5.0
180154,0316563242,Something Special,David M. McPhail,1988,Little Brown &amp; Co,2.0
180155,1569870659,The Tale of Benjamin Bunny,Beatrix Potter,1993,Landoll,0.0
180156,0380698625,This Little Measure,Sara Woods,1986,Harper Mass Market Paperbacks (Mm),8.0
180157,1563151405,Conatus,David Baroff,1999,Sterling House Publishers,0.0
180158,0590975005,The BFG,Roald Dahl,1982,Scholastic,0.0
180159,0962860808,Down Under All over: A Love Affair With Australia,Barbara Marie Brewster,1991,Panoply Press,4.0
180160,0880887885,You're the Best!,Suzanne Siegel Zenkel,1995,Peter Pauper Press,2.3333333333333335
180161,068141457X,Why Do I Need You to Love Me in Order to Like Myself: How to Stop Your Need for Approval from Destroying Your Relationship and Your Life,"Barry, Ph.D. Lubetkin",1992,Longmeadow Pr,0.0
180162,0553286765,Internal Affairs,Jerry Oster,1990,Bantam Books,6.0
180163,0070036594,"Tax Havens: How to Bank, Invest, and Do Business-Offshore and Tax Free",Hoyt L. Barber,1992,McGraw-Hill Trade,7.0
180164,0933216297,Lesbian Passion : Loving Ourselves and Each Other,JoAnn Loulan,1987,Aunt Lute Books,0.0
180165,0446327638,Don't Sit Under the Grits Tree with Anyone But Me,Lewis Grizzard,1985,Not Avail,0.0
180166,0671744100,Juggernaut: The German Way of Business : Why It Is Transforming Europe-And the Worldhe World,Philip Glouchevitch,1992,Simon &amp; Schuster,0.0
180167,0449146669,A Stunning Way to Die (Lady Margaret Priam Series),Joyce Christmas,1991,Fawcett Books,0.0
180168,1563332183,The Loving Dominant,John Warren,1994,Masquerade Books,0.0
180169,0671747568,SLEEPING BEAUTY (EXPORT),Michael,1992,Pocket,0.0
180170,0312857608,Ill Wind,Kevin J. Anderson,1995,St Martins Pr,0.0
180171,0515122866,Shadow Image,Martin J. Smith,1998,Jove Books,4.0
180172,3492238610,"Die MÃ?Â¶rder, die ich rief. Roman.",Susanne Mischke,2003,Piper,8.0
180173,3423127341,Das Alphabet der Frauen.,Clara Pinto Correia,2000,Dtv,6.0
180174,0553278797,Why Do I Think I Am Nothing Without a Man?,Penelope Ph.D. Russianoff,1988,Bantam Books,0.0
180175,0671443348,Murder Within Murder,Richard Lockridge,1982,Pocket,7.0
180176,0671443372,DEATH TAKES BOW,Frances Lockridge,1982,Pocket,6.0
180177,0553234684,The Middle Ground,Margaret Drabble,1982,Bantam Books,0.0
180178,0425179303,Death Rides an Ill Wind,Kate Grilley,2001,Prime Crime,2.0
180179,0345302613,The Land Endures,Mary Emily Pearce,1984,Ballantine Books,7.0
180180,0312183623,Hastened to the Grave: The Gypsy Murder Investigation,Jack Olsen,1998,St. Martin's Press,0.0
180181,006017515X,Spider in the Sink: A Kate Mulcay Mystery (Kate Mulcay Mystery),Celestine Sibley,1997,Harpercollins,7.0
180182,0380781824,Flowers for Mrs. Luskin (True Crime (Avon Books).),Arthur Jay Harris,1997,Harper Mass Market Paperbacks (Mm),0.0
180183,193227023X,Just Desserts Ã£ Martha Stewart: The Unauthorized Biography,Jerry Oppenheimer,2003,AMI Books,1.8571428571428572
180184,3404113667,Der Pompejaner. Historischer Roman.,Philipp Vandenberg,1989,LÃ?Â¼bbe,6.0
180185,342660941X,SchluÃ?Â?blende.,Val McDermid,1999,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",5.0
180186,014002154X,An Unofficial Rose,Iris Murdoch,1987,Penguin Books,0.0
180187,1857820320,Wetbones,John Shirley,0,Blake Publishing,0.0
180188,033030819X,The Roswell Legacy,Frances Patten,1989,Pan Macmillan,6.0
180189,0192839470,In a Glass Darkly (Oxford World's Classics),Sheridan Le Fanu,1999,Oxford University Press,4.5
180190,0446358851,Blue Hammer,Ross MacDonald,1990,Warner Books (Mm),6.0
180191,8433969870,Reanudacion,Alain Robbe-Grillet,2003,Anagrama,7.0
180192,0821733702,The Dead of Autumn,H.P. Dunne,1991,Zebra Books,5.0
180193,8466304568,Conversacion en la Catedral: Bolsillo,Mario Vargas Llosa,2001,Punto De Lectura,0.0
180194,0806516879,"Deadheads: Stories from Fellow Artists, Friends, and Followers of the Grateful Dead (Citadel Underg Round)",Linda Kelly,1995,Carol Publishing Corporation,2.3333333333333335
180195,0671648780,TEXASVILLE       X,Larry McMurtry,1987,Pocket,2.6666666666666665
180196,0671551728,DUPLICATE KEYS,Jane Smiley,1985,Pocket,0.0
180197,1930009062,"Come Back, Wherever You Are",Lenora Mattingly Weber,1999,Image Cascade Publishing,10.0
180198,0812918169,The Sun Also Sets: The Limits to Japan's Economic Power,Bill Emmott,1989,Random House Inc,10.0
180199,1930009054,"Something Borrowed, Something Blue",Lenora Mattingly Weber,1999,Image Cascade Publishing,10.0
180200,1840460989,Introducing American Politics (Introducing...(Totem)),Patrick Brogan,1999,Totem Books,5.0
180201,0805010947,"Good Dog, Bad Dog: Dog Training Made Easy",Mordecai Siegal,1991,Henry Holt &amp; Company,2.3333333333333335
180202,1930009046,Tarry Awhile,Lenora Mattingly Weber,1999,Image Cascade Publishing,4.0
180203,1864500557,Lonely Planet Munich (Lonely Planet City Guides),Jeremy Gray,2000,Lonely Planet Publications,7.0
180204,0060297719,How to Disappear Completely and Never Be Found,Sara Nickerson,2002,HarperCollins,0.0
180205,0140436081,A Tramp Abroad (Penguin Classics),Mark Twain,1997,Penguin Books,5.0
180206,0385729219,The Ropemaker,Peter Dickinson,2001,Delacorte Press,7.0
180207,0345321987,Fault Tree,Mickey Friedman,1989,Ballantine Books,0.0
180208,0867062029,Take Better Pictures (The Kodak library of creative photography),Time Life Books,1983,Warner Books Inc,0.0
180209,044115526X,Dragons on the Town,Thorarinn Gunnarsson,1992,Ace Books,0.0
180210,044151541X,"Human, Beware! (Magic Words, No 2)",Thorarinn Gunnarsson,1990,Ace Books,0.0
180211,0380767368,Master of Moonspell,Deborah Camp,1993,Harper Mass Market Paperbacks (Mm),3.5
180212,0441515371,Make Way for Dragons!,Thorarinn Gunnarsson,1990,Ace Books,0.0
180213,0971437009,The Night the Penningtons Vanished,Marianna Heusler,2002,Larcom Press,5.666666666666667
180214,0451162803,Born to Exile,Phyllis Eisenstein,1989,Roc,0.0
180215,0446361526,Dragon's Queen,Carol L. Dennis,1991,Warner Books,0.0
180216,0441121306,The Crafters,Christopher Stasheff,1991,Ace Books,1.5
180217,0380756900,The Gardiner Women,Davidyne Mayleas,1993,Harper Mass Market Paperbacks (Mm),6.0
180218,042514237X,A Silver Mirror,Roberta Gellis,1994,Berkley Publishing Group,10.0
180219,0821748289,Deepwater,Pamela Jekel,1995,Zebra Books,4.0
180220,0201626950,Things That Make Us Smart: Defending Human Attributes in the Age of the Machine,Donald A. Norman,1994,Addison Wesley Publishing Company,0.0
180221,0380975602,"Twentynine Palms: A True Story of Murder, Marines, and the Mojave",Deanne Stillman,2001,William Morrow &amp; Company,5.0
180222,081292911X,American Heart Association Fitting in Fitness: Hundreds of Simple Ways to Put More Physical Activity into Your Life,American Heart Association,1997,Clarkson N Potter Publishers,2.6666666666666665
180223,0726937339,The Australian slanguage: A look at what we say and how we say it,Bill Hornadge,1980,Cassell Australia,2.0
180224,2266083481,Memnoch Le Demon,Anne Rice,1998,Pocket,7.0
180225,0452011191,Two Friends: And Other Nineteenth-Century Lesbian Stories by American Women Writers (Meridian S.),Susan Koppelman,1994,Penguin USA,3.5
180226,9100557870,Gosta Berlings Saga,Selma Lagerlof,0,Schoenhofsforeign Books Inc,8.0
180227,0964928310,A Christmas Dozen: Christmas Stories to Warm the Heart,Steve Burt,2000,Burt Creations,2.5
180228,068486603X,Think Like a Shrink : 100 Principles for Seeing Deeply into Yourself and Others,Emmanuel Dr. Rosen,2001,Fireside,0.0
180229,0689855974,The Case of the Psychic's Vision,Franklin W. Dixon,2003,Aladdin Library,8.0
180230,046500329X,And We Are Not Saved: The Elusive Quest for Racial Justice,Derrick Bell,1989,HarperSanFrancisco,1.0
180231,1886652074,"Thimble of Soil: A Womans Quest for Land (Hubalek, Linda K. Trail of Thread Series.)",Linda K. Hubalek,1996,Butterfield Books,7.0
180232,0671002996,Web Sightings: Collection Web Sights We'D Like To See: Comedy Central Presents,Art Bell,1996,Pocket,0.75
180233,0847683605,After the Boom,Stephen C. Craig,1997,Rowman &amp; Littlefield (Non NBN),2.0
180234,0380002469,Beyond Our Selves,Catherine Marshall,1976,Avon Books,0.0
180235,0732907942,Just like that,Lily Brett,1994,Pan Macmillan Publishers Australia,0.0
180236,0913367966,Rebel With a Cause Finally Comfortable,Franklin Graham,0,"Nelson, Thomas@ Publishing Co",1.25
180237,067143800X,The Complete Babysitter's Handbook,Carol Barkin,1981,Silver Burdett Pr,0.0
180238,9176435105,Ingen mÃ¤nska en Ã¶ (MÃ¥nPocket),Louise Boije af GennÃ¤s,1994,MÃ¥nPocket,0.0
180239,0192822802,White Nights/a Gentle Creature/the Dream of a Ridiculous Man (The World's Classics),Fyodor Dostoevsky,1995,Oxford University Press,0.0
180240,0770107729,Voodoo,J. W. Deaver,1988,PaperJacks,1.3333333333333333
180241,2290300020,Les Vice-Rois,GÃ?Â©rard de Cortanze,2002,J'ai lu,8.0
180242,0671680544,AND A HARD RAIN FELL : AND A HARD RAIN FELL,John Ketwig,1988,Pocket,0.0
180243,009183256X,Crisis: The long journey home,Jack Power,1996,Arrow,5.0
180244,0316173584,"I, Rhoda Manning, Go Hunting with My Daddy: And Other Stories",Ellen Gilchrist,2002,"Little, Brown",2.5
180245,3453195736,Das Winterlesebuch. Geschichten fÃ?Â¼r lange Winterabende.,Margaret Atwood,2001,Heyne,0.0
180246,8420481440,"Cuentos Completos, Benedetti (Alfaguara Cuentos Completos)",Mario Benedetti,1994,"Alfaguara Ediciones, S.A. (Spain)",10.0
180247,1887166742,What Color Is Your Cat?: A Personality Guide for Every Shade of Feline,C. E. Crimmins,2001,Sourcebooks,2.3333333333333335
180248,0671419056,PARASITE,Ramsey Campbell,1981,Pocket,0.0
180249,8433920057,Factotum,Charles Bukowski,1995,Anagrama,6.333333333333333
180250,0722183860,A Cat Affair,Derek Tangye,1987,Time Warner Books UK,0.0
180251,0071402500,"Food Fight : The Inside Story of the Food Industry, America's Obesity Crisis, and What We Can Do About It",Kelly D. Brownell,2003,McGraw-Hill,8.0
180252,8420698105,Demonios,Fedor M. Dostoyevski,1998,Alianza,9.0
180253,0805040978,Be Your Own Dating Service: A Step-By-Step Guide to Finding and Maintaining Healthy Relationships,Nina Atwood,1996,Owl Books (NY),0.0
180254,0345319125,Protector,Niven,1984,Not Avail,8.0
180255,8449500672,Crimen y Castigo,Fyodor M. Dostoevsky,1998,Mateos Ediciones,5.666666666666667
180256,0345335635,Pebble in the Sky,Isaac Asimov,1986,Del Rey Books,0.0
180257,8449500400,Fantasma de Canterville y Otros Cuentos,Oscar Wilde,1998,Mateos Ediciones,8.0
180258,155054652X,I was a teenage Katima-victim: A Canadian odyssey,Will Ferguson,1998,Douglas &amp; McIntyre,4.666666666666667
180259,045107372X,Moonstar Odyssey,David Gerrold,1977,Signet Books,0.0
180260,0813342104,Running With Reindeer: Encounters in Russian Lapland,Roger Took,2003,Westview Press,9.0
180261,0395249090,Jorge el Curioso (Curious George),H. A. Rey,1976,Houghton Mifflin,0.0
180262,8420633259,Niebla,Miguel De Unamuno,1986,Alianza,8.5
180263,1550547372,"Bastards &amp; boneheads: Canada's glorious leaders, past and present",Will Ferguson,1999,Douglas &amp; McIntyre,4.5
180264,0152985727,The Witch Family (Odyssey Classic),Eleanor Estes,1990,Harcourt,2.0
180265,8476003153,El Castillo,Franz Kafka,1996,Akal Ediciones,9.0
180266,0446607738,Toyer,Gardner McKay,1999,Warner Vision,4.125
180267,0393050971,The Soul of Money: Transforming Your Relationship with Money and Life,Lynne Twist,2003,W.W. Norton &amp; Company,7.5
