,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,rating
90102,0972965505,"Chinqua Where? The Spirit of Rural America, 1947-1955",Fred B. McKinley,2003,Willow Creek,10.0
90103,0312865732,The Guns of Billy Free,Doug Bowman,1998,Forge,0.0
90104,1552450805,Lurvy: A Farmer's Almanac,Hal Niedzviecki,1999,Coach House,3.0
90105,1896332064,Soon to be a major motion picture: A novel,Warren Dunford,1998,Riverbank Press,7.0
90106,0805042474,The Crater,Richard Slotkin,1996,Henry Holt &amp; Co,4.0
90107,0843944447,Medicine Wheel,Les Savage,1998,Leisure Books,7.0
90108,0843947543,The Pitchfork Patrol,Will Henry,2000,Leisure Books,5.0
90109,0671450891,The Snowblind Moon,John Byrne Cooke,1985,Simon &amp; Schuster,5.0
90110,0515127329,"Vengeance Trail (Wildgun, 2)",Jack Hanson,2000,Jove Books,1.0
90111,0345424948,Nights in White Satin,Michelle Spring,2000,Fawcett Books,1.7142857142857142
90112,0515126578,Mister St. John,Loren D. Estleman,1999,Jove Books,0.0
90113,0812564715,The Road Show: Spangle #1,Gary Jennings,1999,Forge,1.6666666666666667
90114,0425178129,West of the River,Jack Ballas,2001,Berkley Publishing Group,0.0
90115,0312970749,El Paso,Matthew Braun,1999,St. Martin's Press,0.0
90116,1401016774,Primeval Fear: The Elements of Classic Horror,Christopher Treagus,2001,Xlibris Corporation,10.0
90117,0553211900,Captains Courageous,Rudyard Kipling,1985,Bantam,2.5714285714285716
90118,0595011403,The Hunting Sorrow,Christopher Treagus,2001,toExcel,10.0
90119,1853262021,Ivanhoe (Wordsworth Collection),"Walter, Sir Scott",1998,NTC/Contemporary Publishing Company,0.625
90120,0460872931,"A Doll's House, The Lady from the Sea, and The Wild Duck (Everyman",Henrik Johan Ibsen,1993,Tuttle Publishing,7.0
90121,155713359X,"Rosa (Sun &amp; Moon Classics Series, No 102)",Knut Hamsun,1997,Consortium Book Sales &amp; Dist,0.0
90122,0515128708,"Blood Trail (Wildgun, 4)",Jack Hanson,2000,Jove Books,0.0
90123,0882950584,"Samson Agonistes, and Shorter Poems (Crofts Classics)",John Milton,1987,Harlan Davidson Inc,7.0
90124,0752518046,Cooking for Today: Vegetarian Main Meals,Kathryn Hawkins,0,Parragon Publishing,3.0
90125,1550546740,Beginning Runner's Handbook: The Proven 13-Week Walk Run Program,Ian Macneill,1999,Sterling Pub Co Inc,4.5
90126,0600596532,Ewan McGregor: An Illustrated Story,David Bassom,1999,Sterling Pub Co Inc,0.0
90127,0451200934,Wings of the Hawk (Hawk),Charles G. West,2000,Signet Book,7.0
90128,067157034X,"TRICK OF THE TRADE (Jeston Nash Series , No 6)",Ralph W. Cotton,1997,Pocket,0.0
90129,0812540204,The Buckskin Line (Texas Rangers),Elmer Kelton,2000,Forge Books,0.0
90130,1558174818,The Rough Rider,Jack Cummings,1991,Pinnacle Books (Mm),0.0
90131,0812539230,The Baron Range,Jory Sherman,1999,Forge,2.0
90132,0525939083,Vertigo: A Memoir,Louise Desalvo,1996,Dutton Books,8.0
90133,0937858021,The Valley of the Dolls,Jacqueline Susann,1981,W W Norton &amp; Co Inc,4.5
90134,0671777017,HEATHCLIFF: THE RETURN TO WUTHERING HEIGHTS,Lin Haire-Sargeant,1993,Pocket,1.3333333333333333
90135,3548251285,Das MÃ?Â¤dchen. (Schwarzer Umschlag).,Stephen King,2001,Ullstein Tb,5.5
90136,0671697919,TWICE IN TIME,Manly Wade Wellman,1988,Baen,0.0
90137,0425052427,Mommie Dearest,Christina Crawford,1981,Berkley Publishing Group,0.0
90138,0553486594,"Who's Mandie? (Young Mandie Mystery, No 1)",Lois Gladys Leppard,1999,Skylark Books,0.0
90139,2290302708,Conversations avec Dieu,Neale Donald Walsch,2001,J'ai lu,10.0
90140,1854714554,Omnibus Fiction: Maeve Binchey,Maeve Binchey,1994,Penguin Books Ltd,6.5
90141,0441010083,Dragon Blood,Patricia Briggs,2003,Ace Books,8.5
90142,014018287X,Under Western Eyes (Twentieth Century Classics S.),Joseph Conrad,1990,Penguin USA,9.0
90143,0771091230,The Mountain and the Valley (New Canadian Library),Buckler,1961,McClelland &amp; Stewart,8.0
90144,157071911X,"Virtual Miracles: 40 True Stories of Love, Courage and the Amazing Kindness of Strangers",Karen Derrico,2003,Sourcebooks,0.0
90145,0892724528,Happy The Land,Louise Dickinson Rich,1998,Down East Books,10.0
90146,0812967844,It Must Have Been Moonglow: Reflections on the First Years of Widowhood,Phyllis Greene,2003,Villard Books,10.0
90147,0375509194,"Shedding Years : Growing Older, Feeling Younger",PHYLLIS GREENE,2003,Villard,10.0
90148,0786862645,I'm Not As Old As I Used to Be: Reclaiming Your Life in the Second Half,Frances Weaver,1997,Hyperion Books,2.5
90149,0375507167,It Takes a Worried Man: A Memoir,Brendan Halpin,2002,Villard Books,5.75
90150,0916441423,My Utmost for His Highest: Selections for the Year (Christian Library Edition),Oswald Chambers,1987,Barbour Pub Inc,6.0
90151,0875968708,"You Bet Your Tomatoes: Fun Facts, Tall Tales, and a Handful of Useful Gardening Tips",Mike McGrath,2002,Rodale Books,5.0
90152,0786000090,Mom's Little Instruction Book: The Wise and Witty World of Motherhood,Annie Pigeon,1994,Pinnacle Books,5.0
90153,0486295311,Masterpieces of Flower Painting: 24 Cards (Card Books),Hayward Cirker,1997,Dover Publications,10.0
90154,0064432874,Heartland,Diane Siebert,1992,HarperCollins Publishers,10.0
90155,0064441547,Silly Tilly's Thanksgiving Dinner (I Can Read Book 1),Lillian Hoban,1991,HarperTrophy,10.0
90156,0679852921,The Story of the Pilgrims (Pictureback),H.L. ROSS,1995,Random House Books for Young Readers,10.0
90157,0618087834,The Contract Surgeon,Dan O'Brien,2001,Mariner Books,5.0
90158,076810131X,Butterflies! (Know-It-Alls (Hardcover)),Darlene Freeman,1999,Learning Horizons,6.666666666666667
90159,0757000460,The Mason Jar Cookie Cookbook,Lonnette Parks,2002,Square One Publishers,5.0
90160,0679749268,NAS Pocket Guide to Songbirds and Familiar Backyard Birds: Eastern Region : East (Audubon Society Pocket Guides),Wayne R. Petersen,1994,Knopf,10.0
90161,0679741488,Familiar Animal Tracks (The Audubon Society Pocket Guides),National Audubon Society,1993,Alfred A. Knopf,10.0
90162,0448420821,All About Cats and Kittens (All Aboard Books),Emily Neye,1999,Grosset &amp; Dunlap,0.0
90163,0937750190,"How to Handle 1,000 Things at Once: A Fun Guide to Mastering Home &amp; Personal Management",Don Aslett,1998,Betterway Books,0.0
90164,0446678570,"A Grandparent's Gift of Love: True Stories of Comfort, Hope and Wisdom",Edward Fays,2002,Warner Books,0.0
90165,0060975288,Crow and Weasel,Barry Lopez,1993,HarperCollins,9.666666666666666
90166,0964303574,The Portable Pep Talk : Motivational Morsels for Inspiring You to Succeed,Alexander Lockhart,1997,Zander Press,4.5
90167,1567313531,The Most Important Thing I Know,Lorne A. Adrain,2000,MJF Books,0.0
90168,0515137197,The Quick,Dan Vining,2004,Jove Books,5.666666666666667
90169,0789478994,Smithsonian Kids' Field Guides: Birds of North America East,Jo S. Kittinger,2001,Dorling Kindersley Publishing,0.0
90170,0618070354,Sheep Trick or Treat,Nancy E. Shaw,2000,Houghton Mifflin,5.0
90171,0393323048,Dear America: Letters Home from Vietnam,Bernard Edelman,2002,W. W. Norton &amp; Company,3.3333333333333335
90172,1403395241,Bury Me With Soldiers: One Grunt's Honest Story About Vietnam,C. W. Standiford,2003,Authorhouse,5.0
90173,0395906660,Peterson First Guide to Birds of North America (Peterson First Guide),Roger Tory Peterson,1998,Houghton Mifflin Co,7.5
90174,0896586235,Every Quilt Tells a Story: A Quilter's Stash of Wit and Wisdom,Helen Kelley,2003,Voyageur Press (MN),10.0
90175,0804107920,Acceptable Loss,"Kregg, P.J. Jorgenson",1995,Ballantine Books,5.333333333333333
90176,0804115982,"Very Crazy, G.I.: Strange but True Stories of the Vietnam War",Kregg P. J. Jorgenson,2001,Ballantine Books,10.0
90177,0349111391,I Dreyfus,Bernice Rubens,2001,Little Brown UK Ltd,8.0
90178,156098368X,Slacks and Calluses: Our Summer in a Bomber Factory,Constance Reid,1999,Smithsonian Books,0.0
90179,1860491804,The Hope Chest,Rukhsana Ahmad,2002,Virago Press (UK),7.0
90180,1561483176,Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker,Dawn J. Ranck,2001,Good Books,8.142857142857142
90181,1858547199,Look and Learn About Animals on the Farm (Look and Learn About...),Bob Bampton,0,Autumn Publishing Ltd,5.0
90182,0747542570,House Gun,Nadine Gordimer,0,Trafalgar Square,3.0
90183,0552997595,"DOG DAYS, GLENN MILLER NIGHTS",Laurie Graham,2000,Trafalgar Square,9.0
90184,0747544603,Shadow Box,Antonia Logue,0,Trafalgar Square,0.0
90185,0349113726,Milwaukee,Bernice Rubens,2002,Little Brown UK Ltd,2.3333333333333335
90186,1561480711,Favorite Recipes from Quilters: More Than 900 Delectable Dishes,Louise Stoltzfus,1992,Good Books,6.666666666666667
90187,0679767223,My Dog Skip,Willie Morris,1996,Vintage Books USA,4.176470588235294
90188,0942407067,The Three Day Promise,Donald K. Chung,1989,Father and Son Publishing,0.0
90189,0395470307,Sheep in a Jeep,Nancy E. Shaw,1988,Houghton Mifflin,5.0
90190,0002252031,A Good Caddie is Hard to Find (Peanuts at Work and Play),Charles M. Schulz,1996,Harpercollins,7.0
90191,0394882563,"Wake Up, Sun! (Step-Into-Reading, Step 2)",David Lee Harrison,0,Random House Children's Books,1.1428571428571428
90192,1575843846,A Day With May Level 1 (FP All Star Readers),Nat Gabriel,2000,Reader's Digest,0.0
90193,0871564351,Sagebrush and Cappuccino: Confessions of an LA Naturalist,David Wicinas,1995,Random House,6.666666666666667
90194,1557041164,Your Wealth-Building Years: Financial Planning for 18 to 38 Year-Olds,Adriane G. Berg,1991,Newmarket Press,1.2
90195,0310218624,What's So Amazing about Grace,Philip Yancey,2000,Zondervan Publishing Company,0.0
90196,077109955X,Such Is My Beloved (New Canadian Library),MORLEY CALLAGHAN,1989,New Canadian Library,4.2
90197,0800710703,Hide or Seek : How to Build Self-Esteem in Your Child,James C. Dobson,1979,Baker Pub Group,7.0
90198,0739427318,The Rescue (The English Garden Series),Lori Wick,2002,Harvest House,5.0
90199,0967950392,The Box,William Cooke,2002,Virtual Publications,7.0
90200,0380704099,Maigret on the Defensive,Georges Simenon,1987,Harper Mass Market Paperbacks (Mm),10.0
90201,0312873727,A Mystery of Errors,Simon Hawke,2000,Forge,5.0
90202,0312963580,A Man Lay Dead (Dead Letter Mysteries),Ngaio Marsh,1997,St. Martin's Press,0.0
90203,0312868324,The Art of Arrow Cutting,Stephen Dedman,1999,Tor Books,0.0
90204,0811806553,The Secrets of the Camera Obscura: Novella,David Knowles,1994,Chronicle Books Llc,6.0
90205,3251004050,"\Mind-boggling\""--Evening Post: Kolumnen Nr. 96-108, some other stuff, acht unpaginierte Farbseiten, etliche s/w-Abbildungen, sowie Zeichnungen von Katz und Goldt""",Max Goldt,1998,Haffman,9.0
90206,0679435972,The Battle for God,Karen Armstrong,2000,Alfred A. Knopf,0.0
90207,1840240997,Drinking Games,Ivan Downnitt,2000,Summersdale Publishers,7.0
90208,0785801774,Jewelry Making,Gill Clement,1994,Book Sales,0.0
90209,0517334097,The Vitamin Book,Rich Wentzler,1986,Random House Value Pub,9.0
90210,0803294042,The Kingdom of God Is Within You,Leo Tolstoy,1985,University of Nebraska Press,0.0
90211,0929097017,Golfers: Enough Is Enough,Lo Linkert,1989,Lo-Boy Golftoons North America,5.0
90212,0446679410,"Patti's Pearls: Lessons in Living Genuinely, Joyfully, Generously",Patti LaBelle,2002,Warner Books,5.0
90213,1557132720,"Carnal Love: Poems (Sun and Moon Classics, No 121)",Henri Deluy,1996,Sun and Moon Press,5.0
90214,057110195X,Everywoman: A gynaecological guide for life (Faber paperbacks),Derek Llewellyn-Jones,1972,Faber and Faber,3.5
90215,0821715712,Home Sweet Home,Ruby Jean Jensen,1985,Kensington Pub Corp (Mm),0.0
90216,0451404564,Bedeviled (Topaz Historical Romances),Bronwyn Williams,1995,New Amer Library (Mm),0.0
90217,0523415958,The Forsaken,Cameron Read,1982,Pinnacle Books,6.0
90218,1558172785,Winter Palace,Dennis Jones,1989,Pinnacle Books (Mm),0.0
90219,0590320068,Littles (R),John Peterson,1982,Scholastic,3.0
90220,0352335009,Primal Skin (Black Lace),Leona Benkt Rhys,2000,Black Lace,0.0
90221,0373058950,"Obsolete Man (Man Of The Month) (Silhouette Desire, No 895)",Ellen Small,1994,Silhouette,1.6666666666666667
90222,0590228544,The Terrorist (Point),Caroline B. Cooney,1999,Scholastic,4.571428571428571
90223,0752206613,Judge Dredd (Adult Novel),Neal Barrett Jr,1995,Pan Macmillan,3.0
90224,0671568639,The LEMONADE RAID THE NANCY DREW NOTEBOOKS 19,Carolyn Keene,1997,Aladdin,3.5
90225,0553440381,"Once upon a Time... Through the Looking Glass (Loveswept, No 408)",Kay Hooper,1990,Loveswept,4.5
90226,081332615X,Scarlet Memorial: Tales of Cannibalism in Modern China,Yi Zheng,1996,Perseus Books,7.0
90227,0806627344,Diary of an Old Soul: 366 Writings for Devotional Reflection,George MacDonald,1994,Augsburg Fortress Publishers,0.0
90228,0840795955,Yet Life Was a Triumph: Poems and Meditations,Sharon M. Carr,1991,Thomas Nelson Inc,0.0
90229,0451933028,The Green Mile: The Complete Six Part Novel,Stephen King,1996,Signet Book,7.857142857142857
90230,0312058667,Gaia: The Growth of an Idea,Lawrence E. Joseph,1991,St Martins Pr,2.3333333333333335
90231,0312983395,The Sunbird,Wilbur Smith,2002,St. Martin's Paperbacks,2.2
90232,0618134247,Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,2003,Houghton Mifflin Company,1.4
90233,0380727617,Who in Hell Is Wanda Fuca?,G.M. Ford,1996,Avon,2.5294117647058822
90234,0394737873,Inside Prime Time,Todd Gitlin,1985,Pantheon Books,0.0
90235,0671633198,SOMEBODY'S DARLING (A Touchstone Book),Larry McMurtry,1987,Simon &amp; Schuster,6.0
90236,1583225463,Acts of Aggression: Policing Rogue States (Open Media Series),Noam Chomsky,2002,Seven Stories Press,3.3333333333333335
90237,1583225919,Against War with Iraq: An Anti-War Primer,Michael Ratner,2003,Seven Stories Press,2.6666666666666665
90238,0895779544,Grandparenting Today: Making the Most of Your Grandparenting Skills With Grandchildren of All Ages (Reader's Digest),Eleanor Berman,1997,Putnam Pub Group,0.0
90239,0060099410,Why We Rule! 101 Great Reasons to Love Our Country,Rob Cohen,2002,Perennial Currents,0.0
90240,006105626X,"Alien Island (Gerry Anderson's Space Precinct, No 3)",David Bischoff,1996,Harpercollins,0.0
90241,0618240101,A Stranger in the Kingdom: A Novel,Howard Frank Mosher,2002,Mariner Books,9.0
90242,0553280848,The Quick and the Dead,LOUIS L'AMOUR,1982,Bantam,1.2857142857142858
90243,0465070671,Married: A Fine Predicament,Anne Roiphe,2003,Basic Books,0.0
90244,0684862972,The Blessing of a Skinned Knee: Using Jewish Teachings to Raise Self-Reliant Children,Wendy Mogel,2001,Scribner,8.0
90245,0803281838,The Delta Function/LA Duncion Delta (European Women Writers Series),Rosa Montero,1992,University of Nebraska Press,0.0
90246,0964716828,Chiropractic First: The Fastest Growing Healthcare Choice Before Drugs or Surgery,Terry A. Rondberg,1996,Chiropractic Journal,1.2
90247,1410775488,Power Health - Back to Basics,Dr Martin P. Rutherford,2003,1stBooks Library,10.0
90248,2253038504,Le diable en tÃ?Âªte,Bernard-Henri LÃ?Â©vy,1986,LGF,4.0
90249,2246650518,Qui a tuÃ?Â© Daniel Pearl ?,Bernard-Henri LÃ?Â©vy,2003,Grasset,0.0
90250,2020213648,L'aprÃ?Â¨s-midi bleu,William Boyd,1993,Seuil,0.0
90251,2020334933,Une veuve de papier,John Irving,1999,Seuil,4.0
90252,2020371642,"GÃ©nis, ou, Le bambou parapluie: Roman",Denis Guedj,1999,Seuil,5.0
90253,2226115803,Le Cavalier du BaÃ?Â¯kal,Bernard Clavel,2000,Albin Michel,0.0
90254,2702130739,L'Homme qui tua GetÃ?Âºlio Vargas,JÃ?Â´ Soares,2000,Calmann-LÃ?Â©vy,5.0
90255,2070368998,Lolita,Vladimir Nabokov,0,Folio,1.0
90256,0879100281,Automatic Vaudeville: Essays on Star Turns/31622,John Lahr,1987,Bookthrift Co,0.0
90257,0385420544,Beethoven or Bust: A Practical Guide to Understanding and Listening to Great Music,David Hurwitz,1992,Anchor,0.0
90258,0689112904,Jerry Lewis: In Person,Jerry Lewis,1982,Simon &amp; Schuster,0.0
90259,0688084796,How to Make the World a Better Place: A Guide to Doing Good,Jeffrey Hollender,1990,Quill,3.75
90260,3320012258,Berlin-PalÃ¤stina und zurÃ¼ck: Erinnerungen,GÃ¼nter Stillmann,1989,Dietz,0.0
90261,0747255512,It Could Happen to You,Isla Dewar,0,Trafalgar Square,2.0
90262,3320018493,Erschossen in Zicherie: Vom Leben und Sterben des Journalisten Kurt Lichtenstein,Rainer Zunder,1994,Dietz,0.0
90263,0340712635,Fear of Custard,Sarah Kavanagh,2000,Hodder &amp; Stoughton General Division,0.0
90264,3453081463,Und Gott schuf Paris.,Ulrich Wickert,1998,"Heyne, Mchn.",4.0
90265,3779702614,Wenn der LÃ?Â¶we brÃ?Â¼llt.,Hermann Koch,1997,Junge Gemeinde,0.0
90266,1857988647,Teranesia,Greg Egan,2000,Gollancz,8.0
